SMILES,DOCKING_SCORE
C[C@H]([NH2+]CO)[C@H](c1ccc(O)cc1)[C@@H](O)[C@H]1C=C(C(=O)[O-])c2cccc3cccc1c23,-8.688
C[C@@H]1C2=C(C=C([C@H]3C[C@@H](C[NH3+])[C@@H]3O[C@@H]3CCC(=O)O3)N1C)CN2,-8.684
CC(=O)[C@@H]1C=CC(O)=C[C@@H]1CC/C=C\CC[C@H](NC[NH3+])c1cc(=O)cc[nH]1,-8.677
CO[C@H]1C[C@@H]2N[C@H](C[NH3+])CC/[NH+]=C(/N(N)NOc3ccncc3Cl)[C@H]2C1,-8.670
[H]/N=C1\N=C(CCC)N2C1=NC[C@H]2OCCC(=O)[C@H]1CN(CCO)C[C@@]([NH3+])(O)N1,-8.659
CC(=O)NC[C@@H]1C[C@@H]([NH3+])CN(C2=C3CC(=O)NC(=O)[C@H]3CC2)C1,-8.659
CN1NCc2c1cc(CN(CCc1ccccc1)CC(N)=[NH2+])c(C(=O)[O-])c2N,-8.653
C[C@@H]1Nc2c(ncc(=O)n2C)[C@H]1S[C@@H](C[NH3+])NC1CCCCC1,-8.647
CC(C)OC[C@@H]([C@H]1NNc2sc3c4c(cc(NO)c3c21)CN[C@H]4Cl)N([NH3+])O,-8.646
C[C@H](O)C1=C2C(O)=CCC=C2[C@@H](N(O)O)[C@@H]1C[C@@H](O)C[NH3+],-8.645
CC(C)[C@H]1C[C@H](N[C@@H]2[NH2+]CCN2C(=O)CCn2c(=O)[n+]([O-])c(N)c3cc(CF)ccc32)CS1,-8.637
[NH3+]Cc1cccc([C@@H](CO)[NH2+][C@@H]2C=CC3=CCc4ccccc4[C@@H]3C2)c1,-8.631
CCC[C@@H]1[NH2+][C@](C)(O)C[C@@H]1C[C@H]1CCC2=C1[C@H]1C3=C(N=C(N)[C@H]1C(=O)[O-])NC(=O)C3=C2,-8.626
C[C@@](O)(CCC[NH3+])Nc1c(O)cc(Cl)c2ccccc12,-8.613
NC(=O)c1ccc(O)c2c1[C@H](C[C@H]1C[C@@H]([NH3+])CN1)CN2,-8.610
ONC[C@@H]1CC[N@H+](CCc2cc(NC3=[NH+][C@@H](c4cccc(Cl)c4)[C@H](O)[C@H]3O)cnn2)C1,-8.609
CC1=C[C@H]2[C@@H](C=C1)[C@@H](OC(=O)C1=c3cc(C(=O)[O-])cc4c3=C(CC1)NN4)[C@H]([NH3+])[C@@H]2C(N)=O,-8.608
[H]/N=c1/nc2[c-](c(=[NH2+])nc1C(N)=O)[NH2+]C[C@H]2C=C=CN(C)C1=N[C@@H](OC)SC1,-8.606
CC(=O)/C=N/[C@](O)(CC(N)=[NH2+])[C@H](CCO)O/N=C1/CN=C2NCN=C[C@@H]21,-8.592
COC(=O)CC[C@@H](CC[NH3+])NNc1cncc2nccnc12,-8.589
NC(=O)CN1CCC(=O)[C@H]2CC[N@@H+]([C@H]3CN[C@@H](C[NH3+])C3)[C@@H]21,-8.575
[NH2+]=C1N=CC=C2C1=Cc1cc(O)ccc1[C@H]2C[C@@H]1C[C@@H](Cc2cccc(C(=O)[O-])c2)[C@H]2CC[NH2+][C@@H]2C1,-8.575
CC[C@H](Cc1cccc(O)c1C)[NH2+][C@H](CCC[NH3+])OCCC(=O)[O-],-8.570
Cc1c(O)c(O)c2[nH]c(=O)[nH]c2c1CC[C@@H]([NH3+])NC(=O)CCO,-8.554
NC(=[NH2+])CC[C@@H]1C(=O)Sc2c1n1c(nc2=[NH2+])COC1,-8.552
O=C([O-])[C@@H]1C[C@H]2[C@@H]3CNC(CO)=[NH+][C@@H]3[C@H](C(=O)CC[NH2+][C@@H]3CNC=[NH+][C@H](c4ccc(O)cc4)C3)[C@H]2C1,-8.551
CC[NH2+]CC[C@@H]([C@H](O)CO)C(O)(O)COC1=CCN=C[C@@H]1Cl,-8.550
CC1=NC=C[C@@H]2C1=NN([O-])C(=O)[C@@H]2CC[C@@H](C)[C@@H]([NH3+])O,-8.529
CC[NH2+]CC[C@@H](COC[C@](O)(Cc1cc(N)nc(=O)n1C)NO)[NH2+][O-],-8.526
[NH3+]CC/C=C/[C@@H](c1n[nH]c(=S)c2cnccc12)[C@H](O)C[NH3+],-8.525
COCC(=O)N(CC[NH3+])C[NH2+]CCCCc1cc(O)cc2c1CC(=O)O2,-8.525
Cc1cc([C@@H]2C[C@H]([C@@H](O)CCC(=O)[O-])[N@@H+](O)NC[C@H]2C)ccc1O,-8.520
C[C@@](O)(CCc1c(Cl)cccc1CC(N)=O)NC(=S)NC[NH3+],-8.517
COCCONc1cc2c(CC[C@@H](O)[C@@H](O)CO)cc(=O)n(C)c2cc1O,-8.517
Nc1cccc([C@H]2C[C@H](O)C[C@@H](NC(=O)[C@@H]3C4=C(C=C[C@H]5N=CC=CC5=C4)SN3O)[C@H]2O)c1,-8.513
NC1=NC=CC2=C3C(=C(O)C=C[C@@H]13)[C@H]1c3cc(Cl)ccc3[C@H](CCC[NH3+])N1C2,-8.513
Cc1cncc2cc3c(=O)[nH]c(O[C@H](C)[NH2+]C[C@@H](C)N[NH3+])nc3cc12,-8.509
C[C@@]1(CNC[NH3+])c2ccncc2[C@@H](C(=O)[O-])N1CCO[P+](O)(O)O,-8.508
Nc1nc2c3c(n1)[C@H]1C[C@H]([C@H](O)C[C@@H]([NH3+])CCCOc4ccc(O)cc4)CC[C@H]1[C@@H]1C[NH2+][C@]31NC2,-8.506
CC(=O)O[C@@H]1[C@H]2[NH2+]C[C@H](CCC[C@@H]3C[C@@H](OCO)C(=O)NC3=O)C[C@@H]2C[C@@]([NH3+])(O)C[C@@H]1C,-8.504
CC(N)=[NH+][C@@H](C[NH3+])[C@H](CNC(=O)Nc1ccc(O)c(Cl)c1)c1ccc(Cl)s1,-8.497
CC[C@@H](C)C[C@H](C[NH3+])[C@@H]1CC2=NC(=O)Cc3ccc(NO)c(c32)N1,-8.483
[H]/N=C1/C(C)=C2C(=CC(C(=O)OO)=C[C@@H]2N(C)[C@H]([C@@H]([NH3+])[O-])[C@@H](CO)c2ccc(O)cc2)[C@H]1N,-8.479
NC(=O)C1=C[C@H]2C[C@@H](C[NH3+])[C@H]3C=CC=C(O)C3=C2C=C1,-8.475
[H]/N=c1\o[nH]c2cc3c(cc12)O[C@@H](ONCCCC[C@H]([C@@H]1OC[C@@H]1O)[C@@H](N)CO)C(=O)C3,-8.469
NC(=O)N[C@@H]1CC[C@@H]2c3c4c(cc(CO)c3C(=O)N2C1)COCC4,-8.468
Cc1cccc([C@H](C)[C@H](N2CNc3c2[nH+]cc2c3NCN2)[C@](C)([NH3+])O)c1,-8.468
[NH3+]CCCc1ccc(Cl)cc1OCc1ccc2c(c1)-c1c([C@H]3NC=[NH+]N3)c[nH]c(=O)c1C2,-8.467
CCCCC[C@@H](C)[C@@H](/C(N)=N/O)[C@H](O)[C@H](C)N1C=C2C(CO)=C[N-]c3n[nH]c(c32)N1,-8.465
[NH3+]C[C@H]([NH3+])[C@H](CCC(=O)[O-])c1ccc2cnccc2n1,-8.462
C[C@@H](CN(CC[C@H](O)CCc1cc[nH+]c2c1C1=CNN(O)C=C1C2)C(N)=O)OCO,-8.460
C[C@H](CC(O)O)C[C@H](NC(N)=[NH2+])Nc1cc2ccc(=O)ccc2n(C(=O)[O-])c1=O,-8.453
C[C@H](CO)CC[C@H](O)[C@H](CC(N)=[NH2+])C[C@H]1CCC[N@@H+](c2ccc(N)c3c2NCN3)C1,-8.445
C[C@@H](O)C/C=C/[C@H]([NH3+])CCCc1ccnc2c(N)ncnc12,-8.440
C[C@H](O)[C@H](C)CCC[C@@H]([NH3+])C[C@@H]1[NH+]=C(N)C[C@@H]2C3=CCC=CC4=C3[C@H](C(=O)N4)[C@H]12,-8.437
CC(=O)CCC[C@@H](CNO)C(=O)NC1=C2C(=CN=C(N)C3=C2[C@H](Cl)CC3)CC1,-8.428
CC(=O)NC1=C2C(=CC=C[C@@H]2CCC[C@H](CO)[NH2+]CC(N)=O)CN1,-8.422
Cc1ccc2c(c1)N(C)C(=O)CC=C2[C@H]1CC[C@H]([C@@H]2Cc3cnnc(C4=CC[N@@H+]([O-])C=C4)c3N2)O1,-8.419
Nc1[nH+]c(=O)oc2c1C(=C=C/C=C\CC[NH2+]CO)[C@H](C(=O)[O-])C2,-8.409
[H]/N=C/C1=C=C2C=CC=C(OC[NH3+])[C@@H]2C=C(C(=O)[O-])C1,-8.408
C[C@H](CC[C@@H]([NH3+])CO[C@@H](CCC(=O)[O-])CC1=C(F)OC(NC2=C=C3CN(C(=O)[O-])CC4=C3C(=NN2)N4)=NC1)C(=O)[O-],-8.404
COc1cc([C@H](CC[C@]2([C@H]([NH3+])C[NH3+])CCC[C@@H]2CC[C@@H]2CCOC2)C(=O)NO)ccn1,-8.401
C[C@H](O)CC=CN[C@H](CCC(=O)c1ccc2cncc(-c3cc[nH]c(=O)c3)c2c1)N(O)O,-8.401
CC(=[NH2+])N1N[C@@H](C)[C@H]([C@@H](CO)c2ccc(O)c(C)c2)/C1=N/CC[C@@H](O)CO,-8.395
[H]/N=C/c1c(C[C@H](O)[C@@H]([NH3+])C[C@@H](C(N)=[NH2+])[C@@H](O)CO)cccc/c1=N\[H],-8.389
C[C@@H]1CC[C@@H]([C@H](/C=C/C=C2/S[C@@H]3C(=O)N=Cc4[n-]c(=O)nc2c43)[NH2+]CCO)C1,-8.385
CC1=C[N-]c2ncncc2[C@@H]1CCC[C@@H](C[NH3+])CNc1ccnc(N)n1,-8.384
