SMILES,DOCKING_SCORE
CC(=O)N=C1C=CC(=Nc2c(O)cccc2C[C@@H]2C[C@H](O)[C@@H](O)[C@H]2O)C=C1,-9.831
C[C@@H]1C[NH2+][C@H](c2cc3c(c(=O)[nH]2)C(=O)N[C@H]3c2cccc(C(F)(F)F)c2)C1,-9.804
C[C@H](CO)ONC1=NC2=C3[C@H]1NCN3[C@H](C)CC=C2N(C)CC1=CCC=C(F)C1,-9.803
CC(=O)CNc1cc2c3c(c1O)-c1cc(C(=O)CCO)nc4ccc(c-3c14)NN=N2,-9.769
C[C@]1(O)OCN2c3ccc(O)c4c3-c3c(cccc3[C@H]21)/C4=[NH+]\C(=O)CCCO,-9.768
Cc1ccc2c(n1)[N-]C1=C3CCC[C@H]3Nc3[nH]c(C[C@@H](O)CC(=O)[O-])c(c31)N2,-9.704
CC(=O)CCC1=C2NNC(N[O-])=C2N=C2C=CN=C[C@H]21,-9.692
CO[C@@H]1NN2CC(=O)N3C2=C1Oc1nc(NCCCO)[nH]c(=O)c13,-9.676
CC[C@@]1(C)CC[C@@H](c2nc3c4c(nn(C5=CCC(NCN)=N5)c4n2)NCC3)C1,-9.675
CC(C)[C@@H](O)[C@H]1C2=CC(F)=CC=C3Nc4cc(C=O)cc(c4[C@@H]32)N1C,-9.657
CN1OC2=CN=CC(/C=C/CC(=S)C(=O)[O-])=C3N=C(CC(N)=O)N=C1[C@@H]23,-9.650
OC1=CC=C[C@H](C2=NC3=C(/C=N/c4ccccc4O)C[NH+]=CN3N2)C=C1,-9.622
CC1=C2ONC3=C2[C@H](N1)SC1=C([C@@H](C)CO)N=C2N=C[C@H](CC[NH3+])C3=C=C21,-9.596
Cc1cc(C(N)=O)ccc1-c1cc2c(C3=C=C/C=C(/NCO)CNC3=O)c(=O)ccc-2c[nH]1,-9.590
OCCCCc1cc2[nH][nH]c3[nH]nc4nc5n(c(c1)c2-c43)CCCCN5,-9.551
CC(=O)NNN[C@@H]1C(=O)N(c2ccc(O)cc2)C(=O)c2cnccc2C1(F)F,-9.544
COC1=NC=C(Nc2nc3c(-c4cc5ccccc5nn4)c(Cl)cnc3[nH]2)CN1,-9.535
CC1=COCc2ccc(-c3c(C)cnc4[nH]c5c(nc6[nH]c(C)nn65)c34)cc21,-9.529
CCN1C(=O)CN=C2C1=C[C@H]1c3c(O)n[nH]c3-n3c1c2c(=O)n([O-])c3=O,-9.521
Nc1ccccc1-c1[nH]c([C@@H]2CC(Cl)=C(CC(=O)[O-])C2)c2c(O)cccc12,-9.519
C[C@@H](O)CCc1cc(C2=CC3=C(/C=C/[C@H]4C[NH+]=C(N)O4)NNC3=C3CCCN23)ccc1F,-9.518
C[C@H]1C[C@H]2Cc3ccnc4c3C3=C2[C@H]([NH+]=C(N[C@@H]2C[C@H](F)CS2)[C@@H]3N4)[C@H]1O,-9.508
[H]/N=C1\NC(NCCCO)=N\C1=C1\CCCC(=O)[C@H]1S[C@]1(C)CCC[C@H]1O,-9.495
COCC1=C(N)c2c(O)c3c(c4c2C1=C[C@@H]1C(=O)NC=N[C@H]41)NNC3,-9.485
CC1=CC(=O)c2cccc3c4c(cc1c23)[C@H]([C@H]1C[C@@H](C(=O)[O-])CC[NH2+]1)NC4=O,-9.480
COc1cc(O)c2c(c1)/C(=N\C(=S)CNO)N=C2N,-9.473
Cc1nc(C)c2[nH]c(=O)c3[n+](c2n1)C[C@@H](C=[NH2+])N3,-9.458
C[C@@H](C(=O)[O-])[C@H](O)[C@H](O)CCNc1nccc2ncc(-c3ccc(C(N)=O)cc3)cc12,-9.442
CO[S@@+](O)/C=N/C1=CC([C@@H]2N=C[C@H]3OCC[C@@H]3O2)=C(C)C=NN1,-9.441
C[C@@H]1CN(c2cc(O)c(O)c3oc(NCCO)nc23)C(=O)[C@@H]1O,-9.439
C[C@@H]1NC[C@@H]2N=C(Cc3c(NCc4cccc(O)c4)[nH]c4c3[C@@H]3C(=CCC=C32)C4)O1,-9.415
CC[C@@H]([NH3+])CNC1=NOC[C@@H]1C1=CC(=C=C2CCCCC2)C2=C([O-])CN=C2N1,-9.405
COc1ccc(N2CC(CC[C@H]3NN4C=CCC=C34)=C(N)C2=O)cc1,-9.392
NC(=[NH2+])C1=CCC=C([N-]c2n[nH]c3c2[C@@H](CC2C=CCC=C2)CC3)C1,-9.391
C[C@@H](O)CCC1=NC(=O)c2cccc3c2N2C1=N[C@H]1C=CC=CC4=NC(O)(O)N3[C@]412,-9.389
CC[C@H](C)C1=CC=NC2=C3C1=C[C@@H](C1=CC4=C(CNN4)CN1)C1=C3N(CN2)OC1,-9.388
O=C([O-])[C@H]1C[NH2+][C@@H](C/[NH+]=c2\c(O)ccc3[n-]nc4c([nH]c5cccc(O)c54)c2-3)C1,-9.381
O=C1N/C(=C\CCO)C2=C1C1=C(NCN1)C1=NC3=CC=CCC3=N[C@H]12,-9.378
CC(C)[C@H]1CN(CC2=C(C(=O)[O-])CN/C2=C\N/N=C2\CCC=CN2)C[C@@H]1O,-9.378
CC[C@H](C)[C@H]1c2cc(CC(=O)[O-])cc3c2C2=C4[C@@H]1C(=O)N[C@@H]4CC=CN2C3=O,-9.370
O=C1C[C@@H](CC2=c3[nH]nc4c3=C(CC([O-])=C4)C3=C(C2)C[C@@H]2CC[C@H]32)NO1,-9.356
C[C@]1(CO)OCC2=C(S[C@H](CO)C2)[C@@H]2C=NC=C3Cc4cncc1c4N=C32,-9.352
OC[C@H](O)CN1N=C(c2ccc(O)cc2)[C@@H]2NNC3=NCC1=C32,-9.342
C[C@H](CN/N=C1\C(=O)Nc2cccc(OCC(C)(C)O)c21)C(N)=O,-9.342
C[C@H]1CC(=O)C2=C=C(CC3=CNCC(C(=O)[O-])=C3)c3ccc(O)cc3C(O)=C21,-9.338
COc1ccc(NC2=C/C(=C(/C)[C@@H](C)C[C@@H]3CCCCC[C@@H]3O)C=NN2)cc1,-9.337
C[C@H]1CCCC(NC2=C3C(=CN=C4c5cnc(C(N)=O)cc5N[C@H]43)CN2)=[NH+]1,-9.335
[H]/N=C/N1CC[C@H](C/N=C2\Cc3c(cccc3-n3nc(C(F)(F)F)[nH]c3=O)C2=O)C1,-9.323
Cc1ccc(CC[C@H](C)C2CCCCC2)c2[nH]c3c(NC4=CCC(F)=CC4)[nH]c(=O)n3c12,-9.320
CCc1cnc2cc(CC(=O)OC)c3c4c2c1CC=4[C@@H]1C(=C(OC)C=3)C[N@@H+]([O-])N1O,-9.312
NC(=O)c1ccc2c(c1)N/C1=C(\N[C@H]3C[C@H](O)[C@@H](C(F)(F)F)C3)CC=C=CNN12,-9.309
CC1=C(Cc2ccc(O)cc2)c2nc(CC(=O)[O-])[nH]c2C1,-9.307
CC(C)CC(=O)NC(=O)C[C@@H]1C[C@@H](OC2=CN([C@H]3CC[C@](NNCCC=O)(C(F)F)C3)C(=O)NC=N2)[C@H](CO)O1,-9.304
CC[C@H](C)c1cc(C)c(C[C@H]2CCn3[nH+]c(C(=S)CC(=O)[O-])nc32)[nH]c1=O,-9.297
Cc1c(/C=C/C(N)=O)c(=[NH2+])c2c(n1CO)NCN2,-9.294
COC1=C[C@@H](c2cc(C(=O)[C@@H]3CCN(CO)C3)ccc2O)C=C[C@@H]1CO,-9.294
CCN(CO)c1ccc2c(c1)N1C[C@@H](CO)C3=NNC4=CCNC(=O)[C@H]2C4=C31,-9.292
CCCCN(C)c1ccc2c(c1)-c1c(NC[C@@H](C)O)n[nH]c1[C@H]2C,-9.269
C[C@H]([NH3+])CCCOc1cnnc(-c2c(O)ccc3c2C2=C(CC(C(N)=O)=C2[O-])C3=O)c1,-9.268
CC(=CNc1ncc2[n+]3c1c1c(n3[C@@H](C)N2)N[C@H]2CCC[C@H](O)C[C@H]2C1)CCN([NH3+])O,-9.256
OCc1ccc([C@@H]2C(O)=CC=C[C@H]2c2n[nH]c(CS)n2)cc1,-9.255
[H]/N=C/[C@H]1CC2=C(C1)C1=CNC(CNC(C)=[NH2+])=c3cccc4c3=C1C(=NC4)N2,-9.254
Cc1c([C@H](S)C2CCOCC2)cn(NCCCCCO)c(=O)c1C,-9.251
CC1=N/C(=C2/CCCCOC2)NC2=C(C[C@@H]3C=CCC=C3F)NC(=O)[C@H]12,-9.249
CC(=O)/N=C1\N=CNC(=O)\C1=C1/c2[nH]c3ccc(F)cc3c2N[C@@H]1O[C@@H]1O[C@H](C(=O)NN)C[C@H]1C,-9.234
CC(=O)C[C@H]1N=C(/C=N/C=C(\C)CO)c2[nH]nc3c2C1=CCN3,-9.226
CC(C)(O)CCNc1nnc2cccc(N3CC[C@@](C)(O)C[NH2+]C3)c2n1,-9.219
O=C1CCCN1C/N=C1/C=C(F)Cc2[nH]c3c(c21)N(C[C@@H]1C[C@H](Cl)N(O)C1)[NH2+][N-]3,-9.206
O[C@H](C1=NN2C(=C3C[C@H](F)C[C@H]13)CNC2=C1C=CCC=C1)c1ccccc1,-9.197
O=C1CCN/C(=N/C2=Cc3nc(/C=C\[C@@H]4C=C[C@H](O)CCC4)c4ccccc4c3N(O)C2)CN1,-9.195
COC1=CC2=C(C1)C(N)=C1C3=C(N=C[C@H]1C(N)=O)[C@@H]1CN=Cc4ccc2c3c41,-9.190
CCO[C@H]1CNC=C(c2c3c(nc4[nH]c5c(c24)CN[C@H]5Cl)NC[C@H]3NO)C1,-9.185
CN(C[C@H]1CC[C@H](C=[NH2+])C1)C1=C(N)[C@H]2C(=O)/N=C\CN/C=C2/C1=C1\CC[C@@H](C(=O)[O-])C1,-9.181
C[C@H](O)[C@@H]1NNC[C@H]1CNC1=N/C(=[NH+]\CCCC(=O)[O-])C(=O)C2=CCC=C[C@@H]21,-9.179
O=C1CC2=N[C@@H]3C4=CCC=C(CF)[C@@H]4c4ccc5c6c4[C@@H]3C(=NC2=CN1)NC6=NC5,-9.170
O=C(c1cc([C@@H](O)CNC2=[NH+]C[C@@H]3c4ccc(O)cc4[NH+]=CN3C=C2)ncn1)N1CCC[C@H]1CO,-9.167
OCC1=CNc2[n-]c3c(c2C=C1)=C([C@@H]1CCCC(O)(O)CC1)C=C(Cl)CC=3,-9.161
CC(=O)Nc1cc(F)c2ccc(O)c(O[C@@H]3CC[C@H](OO)C3)c2c1,-9.156
O=C(Nc1ccc2cnnc(Cc3ccc(O)cc3)c2c1)C1CCCC1,-9.152
Oc1cccc(C2=CC3=C4C(=NC=C[C@@H]4C4=NC=C5CCC[C@H]5N43)NN2)c1,-9.149
CON1CC[C@@H](C2=C3NN=C4CC[C@@H](C5=CN=C(C)CC5=N2)N43)C1,-9.149
CCN([O-])C1=CC2=C(NC=N1)NN/C2=C1\C=CC(O)=C([O-])C1,-9.136
O=CC[C@@H]1Nc2n[nH]c3c2[C@H](CC3)N2CCCC2=[NH+]1,-9.129
C[C@@H]1[C@H](C[C@@H](C)C(=O)[O-])C=C2C(C[C@@H]3CC[NH2+]C3)=NNC3=C2[C@@H]1CC3,-9.123
[H]/N=C1/NC2=C(CO)NCC2=C1CCCC,-9.113
C[NH2+]CC[C@@H](O)c1nc2c([C@H](C)[NH3+])cccc2c(=O)[nH]1,-9.102
CC[C@H](C)[C@H](C)[C@H]1Cc2c3c(n[nH]c2=O)NC2=C(C[C@H](O)C2)N31,-9.100
C[C@@]1(O)CCC2=C[C@H](C[C@@H]3CS[C@@H](CO)C3)C3=C4C(=CCC5=C4[C@@H]2N1C5)NN3,-9.098
C[C@@]12CCC[C@@H]1NC(=O)[C@H](c1ccc(O)c3c1N(CC[C@H](O)CO)CN3)C2,-9.097
CC1=CN=C2Nc3c([nH]c(C[NH+](C)C)c3C)C3=C2[C@@H]1CC[C@H](c1ccc(O)c(O)c1)C3,-9.096
CC(C)[C@]1(C)CC[C@@H]2C1=C1c3cc(OO)ccc3Nc3nccc(c31)[C@@H]2Cl,-9.094
NC(=O)[C@H]1CC[C@@H](C(=O)NC2=NC3=[NH+]CCC3=C([C@@H]([O-])[C@@H](O)[C@H]([NH3+])c3ccc(O)cc3)C2)N1,-9.092
C[C@H](O)[C@@H](C)CC1=CCC=C2C(=O)c3nc4c(cc3[C@H]12)CC(C=C(N)[O-])=N4,-9.087
CCOC[C@@H](CO)NC(=O)C1=c2nc(N/C=C/CC(N)=[NH2+])[n-]c2=NC1,-9.086
CCCCNC1=CCc2ccc3c4c([nH]c1c24)-c1cnc(C)cc1NC3=O,-9.082
CC[C@H](O)C1=C(CNc2cccc3nc(N[C@@H](C)C[NH2+]CO)oc23)CN(C)N1,-9.079
COc1ccc2c(c1O)[C@@H]1CN3C[C@@H](OCO)N=C3c3c(O)cc(O)c(c31)O2,-9.076
C[C@@H]([C@@H](C)CC1=C2CCC(N=C3C[C@@H](CC(=O)[O-])CN3)=CC3=C2[C@@H](C=N1)NN3)[C@H]1CC(N)=CC=C1C[NH3+],-9.071
CCC/C=C\C=C\C1=NCC2=c3c1c1n(c3=NC2)C[C@H](C(C)=O)N1,-9.071
CC[C@@H](O)C1=CC([C@H]2CC[C@@H](O)C2)=C2C(=CC=CN2O)C1,-9.070
NC(=O)c1nc(-c2ccccc2)nc2c(C3=[NH+]CCC=C3)cncc12,-9.065
OC1=CC/C2=C3\NNc4cc5c(cc43)N(CC5)CC3=CC(=C=CC1=C2)CC=C3,-9.064
[NH3+][C@@H]1CCCC[C@@H]2CC3=C4[C@@H](C(=O)CC[C@@H]4C=C21)C(=O)C[C@@H]3CC[C@@H](O)CO,-9.063
[NH3+][C@H](CC(=O)[O-])c1cnc2c3c1CN/N=C\c1cccc(c1-3)[C@@]2(O)N1CCCCC1,-9.059
COCCNc1[nH]c2n[nH]c([O-])c2[n+]1[C@@H]1C[C@H](O)C[C@@H]([C@@H](C)O)O1,-9.052
CC1=C(Oc2c3c(nc4[nH]c(NN)nc24)C=CCC=C3)CCC1,-9.050
CC1=NC2=C3C(=Nc4[nH+]cc([O-])cc4[C@H](N)[C-]3C=[NH+]1)C1=C2CNC1=O,-9.049
O=C1NC(=O)c2c1c(O)c1c3c2[C@@H]2[NH2+]C[C@@H]2C[C@@H]3CCC1,-9.042
NC=C1CC2=C(C1)C1=C3C(=CCN=C3NC2)[C@@H]1c1cccc(CO)c1,-9.015
CCCCN(C)[C@](C)(O)c1nc2c3oc4cc(O)ccc4[nH+]c-3ncn-2cc[nH]1,-9.008
C[C@@H](NCO)c1ncc2c3c4c(c(NC5=C(N)C[C@H]5O)cc13)CNC4=CC=C2,-9.006
CC(=O)/C=C1\C=C([C@@H]2CCC3=C[C@@H](C=O)C=C[C@H]32)OC2=c3c([nH]c4ccccc34)=NNN21,-9.002
C=CNC1=Nc2c(c(C)c3c4c2[C@H](CC)C[C@H]4C=CC3)NN1,-9.001
Cc1cccc([C@H]2NC3=C(C=CCC=N3)/C2=C\[C@H]2C=NCCO2)c1,-8.997
Nc1ncc2c(C(=O)[C@@H]3CC[C@@H](OO)C3)c3c(nc2n1)N[C@@](F)(C(F)(F)F)N3,-8.994
C[C@H](O)COCC1=CC2=CC(c3ccc(O)cc3)=NC(=O)[C@H]2C(N)=C1O,-8.990
Cc1ccc(NCc2ccc(O)c([C@@H]3Cc4c([nH]c5ccccc45)N3)c2)cc1,-8.989
CC1(C)C[C@@H](C2=C3NC(c4ccc(C(N)=O)cc4)=[N+]([O-])C4=C3C(=CN2)NN4)[C@@H]1N,-8.987
Cc1cc(CO)c2c(c1)C(=O)c1[nH]c3c(c1[C@@H]2[C@@H]1CCCO1)NNC3,-8.984
COC1=CC2=C(CC1)N[C@@H]1C(=O)C3=CCCC4=N[C@H](CNc5ncncc5C)C(=N[C@@H]21)[C@H]34,-8.984
O=C1CC[C@]2(CCO2)CN1C1=C2C=CCC=C2C(=O)N2N=c3ccc(O)cc3=C[C@H]12,-8.983
CCC[C@H](C)[C@H](C)[C@H](C)c1cccc2c1N=C(c1ccc(OC)cc1)NN=C2,-8.973
CC1=CN2C(=C3OCCCC[C@@H]13)c1cc(F)cnc1[C@H]2C[NH2+]C[C@@H](C)O,-8.968
C[C@@H]1CCCN(c2ccnc3cnc(NC[C@@H](O)CO)cc23)C1,-8.966
NC(=O)/C=C/C1=CC2=C3C(=CC=C[C@@H]3[C@@H](O)CC3C=CCC=C3)CC2=NC1,-8.964
Cc1cnc2c(c1)C1=C(C2)NC[C@H]1c1ccc(O)cc1,-8.950
COC(=O)[C@H]1CC[C@@H]([C@@H]2C=C(NC(=O)CC[NH3+])C=CC=C2O)S1,-8.949
CCNN(CO)C[C@@H](O)c1cc2c(c3c(=O)[nH]ccc13)NC/C2=C\C(=O)[O-],-8.948
Cc1c(-c2ccc([C@](C)(N)O)cc2)ncc2cccc(-c3ccnc(C(C)(C)O)c3)c12,-8.948
CC[C@@H](c1nc(NCC2=CCC=CC2)n2nccc(C)c12)[C@@H](C)C(N)=O,-8.942
O=C([O-])CCCNNC[C@@H]1[NH+]=CNC2=CCC=C([N-]c3cccc(O)c3)CN21,-8.940
[NH3+]CCCC1=C[C@@H](N2CCCNc3cnc([N-]C4=CCOC4)nc32)C=C[C@H]1C(=O)[O-],-8.936
Nc1c[nH+]ccc1C1=CC2=C3[C@H](CC[C@H]3[C@H]1O)NC=C2CCCCC(=O)[O-],-8.929
C[C@H](CC(=O)[O-])Nc1nc2c3c([nH]c(N4CCCSCC4)c3n1)CC=N2,-8.922
CCCNC(=O)c1cccc2cnc3[nH]c(CCCO)nc3c12,-8.920
OCCCNc1[nH]nc2c1N=C1C=CCC=CC1=N[C@H]2CO,-8.919
COC1=C2CC3=C(NO[C@H]4C=CC=C(C[C@H]5[C@@H](CO)CC[C@H]5C)C=C34)N2C[C@@H]1CC(C)=O,-8.916
O=C=NNC1=c2[nH]nc3c2=C2C4=C(CCC[C@@H]41)C[C@H]2CN3,-8.916
Cc1[nH]c(NCC2CCCCC2)c2cc(NCC[C@@H]3CON[NH2+]3)c(O)cc12,-8.910
CC1=CN=Cc2c(NCCCO)nn(C3C=CCC=C3)c2C1,-8.909
C[C@@H]1CCN(C2=Cc3ccccc3NC3=C2N[C@@H]([C@H](C)CO)C3)CO1,-8.905
COCC(=S)/C=C\C1=C2COc3c[nH]cnc4cn(N5C[C@H](O)CCC5=O)n(c2c3-4)C1,-8.904
C[C@@H]1[C@H](O)CC[C@@H]1N1C(=O)CC=NC2=C1C[C@@H]([C@H]1COC(=O)C1)N2,-8.903
O=C([O-])CCc1[nH]c2c3c(c(Cl)ncc13)C=CC=N2,-8.903
C[C@H](O)CN1Nc2cc(CCNC(=O)[O-])cc3ncc4c(c23)[C@H](CC4)C1=O,-8.900
C/C(=N\C(=O)N[C@@H]1C=CCC2=C1ONN=C(C(=O)C[C@@H](O)[C@](C)(O)[C@H]1C[P+](O)(O)[C@H]3CN(C(=O)C4=CCC=C[C@@H]4C)C(=O)N(C)[C@@H]13)C2)C(=O)[O-],-8.890
CC(C)c1cccnc1NC1=CCC=C2NNC(OCCCO)=C21,-8.886
COC[C@H](C)CNC1=NNC=C2CC/C(=C3\CCN(C)C3)C2=C1,-8.885
C[C@@H](C(=O)[O-])[C@H](O)CCc1cncc2ccc([C@@H](O)C[NH2+]CCCO)cc12,-8.883
O=C1NN=C2N[C@H](c3ccccc3)CC(N3CCCCC3)=C12,-8.883
O=C1CC=C2N[C@@H]3CCC=C3N3N[C@@H](CCCCO)NC3=C12,-8.878
CC[C@@H](C)[C@H](O)[C@@H]1C=C2C(=CC1)CC1=NN3N[C@@H](CCC(=O)[O-])O[C@H]3N21,-8.878
CC(C)[NH2+][C@@H](C)[C@@H]1c2cncc3[nH]c4ncc5c(c4c23)[C@H]1N=C/C5=N\[C@@H]1CCC[C@@H](O)C1,-8.878
OCCCCNC1=C/C(=N\c2ccccc2)[C@@H](Cl)C=N1,-8.874
C[C@H]1CC[C@@H](CN2C3=C4C[C@H](O)C[C@H]4[C@@H]4OC5=CC=CC=C([C@H]5N34)[C@@H]2O)[NH2+]1,-8.864
[NH2+]=C(C1=C2[C@H](C[N-]1)NO[C@@H]2N1C[C@@H](NO)CO1)N1CC[C@H](NO)C1,-8.863
CC(=O)N(C[NH3+])CC[C@H]1C=CCc2[nH]nc(N[C@H]3C=C[C@@H](OO)C=C3)c21,-8.863
NC(=O)[C@@H]1CC[C@@H](NC2=CC3=C(CC=N2)C(=O)[C@](O)(CC(=O)O[C@@H](O)[C@@H](O)C(=O)[O-])C3)C1,-8.863
CCNC=C(N)/C(C)=N/c1[nH]c2ccc(OC)cc2c1CC1CCCC1,-8.861
O=C([O-])Cc1ccc2nc3ccnc4c3c3c5c(cc1c23)/C(=C/N(O)O)CC=5N=C4,-8.861
[NH3+]Cc1ccc(C(=O)NC2=CC3=C(N[C@H]4CC[C@@H](CO)C4)C(=O)CC3=CC=C2)cc1,-8.861
O=C([O-])CC/C=c1\nc2n3c1=CC=CC1=C3C(=CC(c3cccc(CO)c3)=N2)OC1,-8.852
COCc1nc2c([nH]1)N(C(=O)N1CCCCC1)c1cnccc1S2,-8.850
CN(C)c1cc2c3c4c(cccc14)C(=O)N3C[N@H+](CCC(=O)[O-])C2,-8.846
CC1=NC=C2OC3=CC=C[C@H]4C(=O)[C@@H](NCc5cccc(O)c5)CN([C@H]2[C@@H](O)[C@H]1C)[C@@H]34,-8.845
Cc1[nH]c2c(=O)cc(O[C@@H]3CC/C(=C/N)C3)cc3c2c1N[C@@H]3[C@H](O)c1ccccc1,-8.840
COc1cc(N)c2c(n1)-c1cc(N[C@H]3C[C@H](CO)C3)c([O-])c3[nH]c(=O)n(c13)CC2,-8.838
COCC/C(N)=c1/c2c3c4c(c(N)nc5n[nH]c1c54)NC(C)=C3[C@H]1C=CCC=C[C@@H]21,-8.836
CO[C@@H](C)COCCCC1=C=C2NN(c3cccc(O)c3)C3=NC=CC(=C=CC1)[C@@H]23,-8.824
C[C@H]1CC[C@@H]1c1nc2c(F)cc(=O)n(OCC[C@@H](O)CO)c2[nH]1,-8.823
O=C1N/C(=C2\CC[C@H](CO)O2)N=C2c3c(ncnc3-c3ccccc3)N[C@@H]12,-8.820
CN1C(=O)c2c(NC=O)nn([C@H]3CC[NH2+]C3)c2C1=O,-8.818
CCC1=NC(Nc2ccccc2C)=C2[N-]/C(=C\CCC[NH3+])NC2=NN1,-8.817
CC(=O)/N=C1\C=C[C@@H]2C(=C1)[C@@H]1CCCC[C@H]1n1c2c(CCCOO)[nH]c1=O,-8.816
Nc1c2c3c4c([nH]c5ccccc5cc3CC2)c([C@@H]2C[NH2+][C@H](CO)C2)[nH]n14,-8.814
C[C@H]1c2cc(N3C(=O)C=C([O-])[C@H]4C[C@@H]([C@@H]5C[NH2+][C@H](OCO)C5)[NH+]=C43)cnc2C[C@@H]1O,-8.813
CC[C@@H]1CC(=O)C2=C3[C@@H](C(=O)N[C@H]3C)/C(=N/C(N)=O)C(F)=C21,-8.811
C[C@H](NC1=CCC=C2C(=O)Nc3ccc(N(O)O)cc3N=C12)c1ccccc1,-8.809
CO[C@@H]1C(c2ccccc2N2C[NH2+][C@@H]([C@H]3S[C@@H](C(=O)[O-])S3)C2)=CC=C[C@H]1C,-8.807
C[C@H]1CCO[C@H]2C3=C4C(=C[C@@H](CCCON)N=C4C(=O)C=CC3=O)[C@H]12,-8.807
C1=C2C=C3c4cnncc4CC4=NNc5ccc6c7c5[C@H]4N3C7=C2C(=[NH+]C1)O6,-8.802
C[C@@H](C1=C2C3=C(C[C@@H]2CN1)C[C@@](O)(c1ccccc1)N3)c1cccc(O)c1,-8.800
CC[C@@H](C)C(=O)OC1=CCC=C2[C@@H]1N=C(N[C@H]1C[NH2+][C@@H](O)C1)N2O,-8.800
O=C1NN=C(C(=O)C(=O)N[C@H]2CCN(O)C2)N=C(C[C@H]2CCC[NH2+]C2)N1,-8.799
O=C1N/C(=N\CCNCO)N=C2[C@H]1C1=CC=CCC=C1N2OCCCO,-8.792
O=c1[nH]cc2c(c1-c1ccc(O)cc1)NC1=C(C=CCC1)C/C=C\2,-8.792
CC(=O)CCC/N=c1/[nH]c2c3n1C[C@H](C[C@H](C)c1ccc(F)cc1)C=3CCN=2,-8.791
CC1=C2CNC([C@@H]3CC[C@H](OCO)C3)=C2c2ccc(C(F)(F)F)cc21,-8.791
CCN1C=C2CO[C@H]3C4=CCNC5=C4C(=NC(=C23)CC1)C(NCC(=O)OC)=N5,-8.786
CC=C(N)C(=[NH2+])/N=C/C1=C2C=C(N3C[C@@H](C)C[C@@H](O)C3)c3ccccc3N2CN1,-8.785
