title,SMILES,DOCKING_SCORE
9957,CC(C)c1c[nH]c2ncnc(N3CCN(C(=O)[C@H]([NH3+])Cc4ccc(Cl)cc4)CC3)c12,-10.458
8648,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]C(C)(C)C)c4ccc(C(F)(F)F)c(F)c4)CC3)c21,-10.447
8901,C[C@H](NC(=O)[C@@]1([NH3+])CCN(c2ncnc3[nH]cc(Cl)c23)CC[C@H]1O)c1ccc(Cl)cc1,-10.447
9701,NC(=O)C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.434
8741,[NH3+][C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,-10.421
9713,Cc1c[nH]c2ncnc(N3CCC(C[NH3+])(C(=O)Nc4cccc(C(F)(F)F)c4)CC3)c12,-10.418
9274,[NH3+]C1(C(=O)NCc2cccc(Cl)c2)CCN(c2ncnc3[nH]ccc23)CC1,-10.372
9741,[NH3+]C[C@H](Cc1ccc(F)c(F)c1)NC(=O)c1cc(-c2ccnc3[nH]ccc23)c(Br)o1,-10.354
9410,[NH3+]C1(C(=O)NCc2ccc(F)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-10.345
8249,NC(=O)[C@H](NC(=O)[C@@]1([NH3+])CCCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.343
9421,C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc[nH]1,-10.337
9777,Cc1c[nH]c2ncnc(N3CC[C@@]([NH3+])(CNC(=O)c4ccc(F)cc4)C3)c12,-10.337
8172,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]CC4CC4)c4ccc(Cl)c(C(F)(F)F)c4)CC3)c21,-10.331
9488,[NH3+]C1(C(=O)N[C@H](CO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-10.329
9145,C[NH+](C)CCC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.32
8179,CC(C)(O)CC[NH2+]CC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.316
9631,C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,-10.314
9724,[NH3+]C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.305
9902,[NH3+]C[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccnc3[nH]ccc23)CC1,-10.297
9441,NS(=O)(=O)C[C@@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.287
9608,CNC(=O)Nc1cc(-c2ccnc3[nH]ccc23)sc1OC[C@@H]([NH3+])Cc1ccccc1C(F)(F)F,-10.26
8547,[NH3+][C@H](Cc1ccc(Br)cc1)C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,-10.242
9153,NS(=O)(=O)C[C@@H](O)NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1,-10.217
9353,[NH3+]C[C@H](C(=O)Nc1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,-10.202
9863,[NH3+]C1(C(=O)N[C@H](CCC[N@H+]2CCCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-10.197
9762,N[S@](=O)CC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.19
8591,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]CC4CCOCC4)c4ccc(Cl)c(F)c4)CC3)c21,-10.187
8827,C[NH+](C)CC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.183
9866,C[NH+](C)CC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.183
8316,[NH3+]C[C@H](Cc1cccc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-10.179
9000,CCc1c[nH]c2ncnc(N3CCN(C(=O)[C@H]([NH3+])Cc4cccc(Cl)c4)CC3)c12,-10.175
9243,CC(C)([NH3+])C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.174
8930,[NH3+]C1(C(=O)NCc2ccco2)CCN(c2ncnc3[nH]ccc23)CC1,-10.153
9881,NC(=O)NC[C@H](Cc1ccc(Cl)cc1)NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1,-10.149
9503,Cc1c[nH]c2nccc(N3CCN(C(=O)[C@H]([NH3+])Cc4ccc(Cl)cc4)CC3)c12,-10.147
9141,[NH3+]C[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,-10.143
8436,[NH3+]C[C@H](Cc1ccccc1)NC(=O)c1cc(-c2ccnc3[nH]ccc23)c(Br)o1,-10.137
8108,CS(=O)(=O)NC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.135
8826,[NH3+]C1(C(=O)N[C@H](CCC[NH+]2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-10.123
8456,NC(=O)[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.094
9322,C[NH2+]C[C@H](Cc1ccccc1)NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1,-10.092
9522,[NH3+]C[C@H](Cc1ccccc1F)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-10.086
8343,[NH3+]CCC[C@H](NC(=O)c1cc(-c2ccnc3[nH]ccc23)cs1)c1ccccc1,-10.066
9131,CC(=O)NC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-10.047
8659,Cc1c[nH]c2ncnc(N3CCC(C[NH3+])(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c12,-10.038
9603,[NH3+]C1(CNC(=O)c2cccc(F)c2)CCN(c2ncnc3[nH]ccc23)CC1,-10.036
8516,[NH3+]C1(C(=O)N[C@H](CCCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-10.035
9536,[NH3+]C1(C(=O)N[C@H](CCO)c2ccccc2)CCN(c2ncnc3[nH]ccc23)CC1,-10.024
8779,[NH3+][C@H](CNc1ccc(-c2ccnc3[nH]ccc23)s1)Cc1cccc(C(F)(F)F)c1,-10.023
9062,Cc1c[nH]c2ncnc(N3CCN(C(=O)[C@@H](C[NH3+])c4ccc(Cl)cc4)CC3)c12,-10.018
8374,C[C@H](CC[NH+]1CCCCC1)[NH2+]C[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](CF)CC3)CC1)c1ccc(Cl)cc1,-10.018
8194,Cc1c[nH]c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]C(C)C)Cc4ccc(Cl)cc4)CC3)c12,-10.012
8976,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]CC4CCOCC4)c4ccc([N+](=O)F)c(F)c4)CC3)c21,-10.004
8122,[NH3+]CCC[C@H](NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,-10.002
9756,[NH3+]C1(C(=O)N[C@@H](CC[NH+]2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.998
9183,NC1(C(=O)N[C@H](CCC[NH+]2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.992
8170,[NH3+]C[C@@H](C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.98
9114,CN(C)C(=O)C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.971
9891,Cc1c[nH]c2ncnc(N3CCN(C(=O)CCC[NH3+])CC3)c12,-9.966
9580,C[NH+](C)CC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)[NH2+]C1CCOCC1,-9.951
9089,CC(C)[NH2+]C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.942
8552,Cc1c[nH]c2ncnc(N3CCN(C(=O)[C@H](Cc4ccc(Cl)c(F)c4)NCc4ccc(Cl)cc4)CC3)c12,-9.932
8297,CC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,-9.919
9951,C[NH+](C)C1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.919
8514,NC1(C(=O)N[C@H](CCC[NH+]2CCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.906
9723,CN(C)C(C)(C)Oc1cccc(NC(=O)C2(C[NH3+])CCN(c3ncnc4[nH]ccc34)CC2)c1,-9.887
8754,C[NH+](C)CC[C@H](Cc1ccc(Cl)cc1F)NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1,-9.881
8949,CC(C)[NH2+]C[C@@H](C(=O)N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)c1ccc(Cl)cc1,-9.868
9293,NC(=O)Cc1cccc(NC(=O)C2([NH3+])CCN(c3ncnc4[nH]ccc34)CC2)c1Cl,-9.863
9791,CS(=O)(=O)NCC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.849
9278,Cc1c[nH]c2ncnc(N3CC[C@@]([NH3+])(CNC(=O)c4cccc(F)c4)CN3)c12,-9.849
8790,[NH3+]C[C@@H](C(=O)N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)c1ccc(Cl)c(Cl)c1,-9.849
8295,[NH3+]C[C@H](C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.847
9026,[NH3+]C[C@H](NC(=O)c1cc(-c2c[nH]c3ncccc23)cs1)c1ccccc1,-9.842
8102,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]CO)c4ccc(Cl)cc4)CC3)c21,-9.84
9804,CC(C)[NH2+]C[C@@H](C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.837
8510,[NH3+]C1(C(=O)N[C@H](c2ccc(Cl)cc2)C2CC2)CCN(c2ncnc3[nH]ccc23)CC1,-9.832
9209,NS(=O)(=O)CC[C@@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.832
8594,[NH3+][C@H](Cc1ccc(F)cc1)C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,-9.828
9420,[NH3+]C1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.819
8656,N[C@@](F)(NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.815
8235,[NH3+]C[C@H](NC(=O)c1cc(-c2ccnc3[nH]ccc23)cs1)c1ccccc1,-9.81
9802,Cc1c[nH]c2ncnc(N3CCN(C(=O)[C@H](C[NH3+])c4ccc(Cl)c(Cl)c4)CC3)c12,-9.808
9572,C[NH+](C)CC[C@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,-9.806
8719,[NH3+]C1([C@H](Nc2ccc(SC(F)(F)F)cc2)c2ccncc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.799
9004,CS(=O)(=O)NCC[C@H](NC(=O)C1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.758
8378,C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.757
9474,C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.757
9725,[NH3+]C1(C(=O)NC(=O)Cc2ccccc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.755
9291,[NH3+]C1(C(=O)N[C@@H](CC[NH+]2CCCCC2)c2ccc(Cl)c(Cl)c2)CCN(c2ncnc3[nH]ccc23)CC1,-9.751
9210,[NH3+][C@@]1(CNC(=O)c2cccc(Cl)c2)CCN(c2ncnc3[nH]ccc23)C1,-9.74
8843,CC(C)[NH2+]C[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1,-9.736
8169,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]C4CCOCC4)c4ccc(Cl)c(F)c4)CC3)c21,-9.735
9182,Clc1c[nH]c2ncnc(N3CCc4[nH]c[nH+]c4CC3)c12,-9.734
8987,[NH3+]C1(C(=O)N[C@H](CC=O)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.733
9361,Cc1n[nH]c2ccc(-c3cc(NC[C@@H]([NH3+])Cc4ccc(Cl)cc4)on3)cc12,-9.727
9132,[NH3+]C[C@@H](C(=O)N1CCN(c2ccnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.725
9055,CN(C)C(=O)C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,-9.722
9714,[NH3+]C[C@@H](C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)c(Cl)c1,-9.709
9805,Cc1c[nH]c2nccc(N3CCN(C(=O)[C@H](C[NH3+])c4ccc(Cl)cc4)CC3)c12,-9.705
9555,[NH3+]C[C@H](Cc1ccncc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-9.686
8338,CC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.682
8758,CC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.682
9092,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]C(C)(C)CO)c4ccc(Cl)cc4)CC3)c21,-9.682
9660,CC(C)[NH2+]C[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,-9.681
8254,C[C@H](c1ccc(Cl)cc1)[C@H](CC[NH+](C)C)NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1,-9.679
9259,[NH3+][C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,-9.674
9389,[NH3+]C[C@H](NC(=O)c1cc(C2CC2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,-9.674
9095,C[NH2+]C[C@@H](CNC(=O)N1CCN(c2ncnc3[nH]ccc23)CC1)[C@@H](F)c1ccc(C(F)(F)F)cc1,-9.672
8908,C[NH2+]C[C@@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.667
9024,Clc1c[nH]c2ncnc(N3CCC4(CC[NH2+]CC4)C3)c12,-9.654
8621,Cc1n[nH]c2ccc(-c3cc(NC[C@@H]([NH3+])Cc4ccc(Cl)cc4Cl)on3)cc12,-9.642
9532,Cn1nccc1-c1cc(C(=O)N[C@H](C[NH3+])Cc2ccc(F)c(F)c2)sc1Cl,-9.641
9345,[NH3+][C@@]1(C(=O)N[C@H](CCC[NH+]2CCCC2)c2ccc(Cl)cc2)CCCN(c2ncnc3[nH]ccc23)CC1,-9.626
8798,C[NH+](C)C[C@H](NC(=O)C1CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.622
8839,[NH3+]C1(C(=O)N[C@H](c2ccc(Cl)cc2)c2ccco2)CCN(c2ncnc3[nH]ccc23)CC1,-9.613
9736,Cc1cnn(C)c1-c1csc(C(=O)N[C@H](C[NH3+])Cc2ccc(F)cc2)c1,-9.6
9174,[NH3+]C1(C(=O)N[C@H](CO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]cc(Cl)c23)CC1,-9.599
9552,Cc1c[nH]c2ncnc(N3CCC(N)(C(=O)N[C@H](CCO)c4ccc(Cl)cc4)CC3)c12,-9.59
8957,CC(C)(C)[NH2+]C[C@@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.585
8410,N#Cc1c[nH]c2ncnc(N3CC4(CC[NH2+]CC4)c4ccccc43)c12,-9.572
8716,COCC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.561
8906,Cc1c[nH]c2ncnc(N3CC4(CC[NH2+]CC4)c4ccccc43)c12,-9.534
9941,c1ccc2c(c1)N(c1ncnc3[nH]ccc13)CC21CC[NH2+]CC1,-9.524
8625,[NH3+]C1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.517
8284,[NH3+][C@H](COc1cc(NC(=O)c2cc(Br)c(-c3ccnc4[nH]ccc34)cn2)cnc1Cl)Cc1cc[nH]c1,-9.513
9007,CCc1c[nH]c2ncnc(N3CCN(C(=O)[C@H]([NH3+])Cc4ccc(Cl)cc4)C3)c12,-9.512
9408,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]CC4CC4)c4ccc(Cl)cc4)CC3)c21,-9.504
9147,Fc1ccc2c(c1)C1(CC[NH2+]CC1)CN2c1ncnc2[nH]ccc12,-9.497
8717,Cn1nccc1-c1cc(C(=O)N[C@H](C[NH3+])Cc2cccc(F)c2)sc1Cl,-9.491
8624,C[C@@H]1C[C@@H](O)c2ncnc(N3CCC([NH3+])(C(=O)N[C@H](CNS(C)(=O)=O)c4ccc(Cl)cc4)CC3)c21,-9.49
8473,C[C@H](Cc1ccc(Cl)cc1)NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1,-9.484
8832,[NH3+]C[C@H](Cc1cccc(Cl)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-9.477
9715,NC(=O)N[C@H](CNc1cc(Br)c(-c2ccnc3[nH]ccc23)s1)Cc1ccc(F)c(F)c1,-9.472
8435,C[NH2+]C[C@@H](NC(=O)c1ccc2cnccc2c1)c1ccc(F)c(F)c1,-9.47
8927,[NH3+]C1(C[NH2+][C@H](CO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.459
8699,Cc1ccc2c(c1)C1(CC[NH2+]CC1)CN2c1ncnc2[nH]cc(C)c12,-9.455
9889,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]CC4CCOCC4)c4ccc(Cl)cc4)CC3)c21,-9.451
9015,Cc1c[nH]c2ncnc(N3CCN(C(=O)[C@H]([NH3+])C4Cc5ccccc5C4)CC3)c12,-9.445
8684,Cn1nccc1-c1cc(C(=O)N[C@H](C[NH3+])Cc2cccc(C(F)(F)F)c2)sc1Cl,-9.444
8951,[NH3+][C@H](Cc1ccc(Br)cc1)C(=O)N1CCN(c2ncnc3ccc(F)cc23)CC1,-9.444
8335,Clc1c[nH]c2ncnc(N3CC4(CC[NH2+]CC4)c4ccccc43)c12,-9.43
9677,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]C4CCOCC4)c4ccc(Cl)cc4)CC3)c21,-9.424
9830,[NH3+][C@@]1(CNC(=O)c2cccc(F)c2)CCN(c2ncnc3[nH]ccc23)C1,-9.421
9225,Clc1ccc2c(c1)C1(CC[NH2+]CC1)CN2c1ncnc2[nH]ccc12,-9.418
9422,[NH3+]C[C@H](Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-9.417
8900,C[NH+](C)CC[C@H]([NH3+])c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-9.413
8562,[NH3+]C[C@H](NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,-9.409
8628,[NH3+]C[C@H](NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,-9.409
8897,C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,-9.409
9989,[NH3+]C1(CNC(=O)Oc2ccc(F)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.407
8833,[NH3+][C@H](Cc1ccc(Br)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,-9.395
9392,Cc1c[nH]c2ncnc(N3CCC([NH3+])(C(=O)N[C@@H](C)c4ccc(Cl)cc4)CC3)c12,-9.394
9498,[NH3+]C[C@H](Cc1ccc(F)cc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-9.392
8415,CN(C)C(=O)Oc1cccc(NC(=O)C2(C[NH3+])CCN(c3ncnc4[nH]cc(Cl)c34)CC2)c1,-9.384
9903,C[NH2+]C[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,-9.377
8853,CCCC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.376
8285,NC1(C(=O)N[C@H](Cc2ccc(Cl)cc2)Cc2c[nH]c3ccccc23)CCN(c2ncnc3[nH]ccc23)CC1,-9.376
9868,CC(C)[NH2+]C[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,-9.369
9800,C[C@@H]1C[C@@H](F)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]C(C)(C)C)c4ccc(C(F)(F)F)c(F)c4)CC3)c21,-9.365
8931,[NH3+][C@@]1(CNC(=O)c2ccccc2F)CCN(c2ncnc3[nH]ccc23)C1,-9.365
8844,COC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.356
8539,NC1(C(=O)N[C@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.355
8724,CC(C)[NH2+]C[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3F)CC1,-9.354
8942,[NH3+]C1(C(=O)N[C@H](c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.35
9085,CC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1F,-9.333
