SMILES,DOCKING_SCORE
[NH3+]C[C@@H](C(=O)N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)c1ccc(Cl)c(Cl)c1,-9.849
[NH3+]C[C@H](NC(=O)c1cc(-c2c[nH]c3ncccc23)cs1)c1ccccc1,-9.842
[NH3+]C1(C(=O)N[C@H](c2ccc(Cl)cc2)C2CC2)CCN(c2ncnc3[nH]ccc23)CC1,-9.832
NS(=O)(=O)CC[C@@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.832
[NH3+]C1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.819
C[NH+](C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2Br)CC1,-9.816
C[C@@H]1SCc2ncnc(N3CCN(C(=O)[C@H]([NH3+])Cc4c[nH]c5ccccc45)CC3)c21,-9.813
[NH3+]C[C@H](NC(=O)c1cc(-c2ccnc3[nH]ccc23)cs1)c1ccccc1,-9.810
N#Cc1c[nH]c2ncnc(N3CC[C@]([NH3+])(CNC(=O)c4ccc(Cl)cc4)C3)c12,-9.768
Cc1c[nH]c2ncnc(N3CC[C@@]([NH3+])(CNC(=O)c4ccccc4)C3)c12,-9.765
C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.757
C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.757
C[NH2+]CCn1cc(-c2ccnc(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,-9.749
COCC[NH2+]C[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,-9.743
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]C4CCOCC4)c4ccc(Cl)c(F)c4)CC3)c21,-9.735
Cc1c[nH]c2ncnc(N3CC[C@@]([NH3+])(CNC=O)C3)c12,-9.717
CC(=O)NC[C@@]1([NH3+])CCN(c2ncnc3[nH]cc(C)c23)C1,-9.706
[NH3+]C[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,-9.697
CC(C)c1ccc(C[C@@H](C[NH3+])C(=O)N2CCN(c3ncnc4[nH]ccc34)CC2)cc1,-9.690
[NH3+]C[C@H](Cc1ccncc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-9.686
CC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.682
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]C(C)(C)CO)c4ccc(Cl)cc4)CC3)c21,-9.682
CC(C)[NH2+]C[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,-9.681
Cc1c[nH]c2ncnc(N3CC[C@H]([NH3+])C3)c12,-9.680
[NH3+]C[C@H](NC(=O)c1cc(C2CC2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,-9.674
O=C(N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)C1(c2cccc(Br)c2)CC[NH2+]CC1,-9.671
Clc1c[nH]c2ncnc(N3CCC4(CC[NH2+]CC4)C3)c12,-9.654
O=C(N1CCN(c2ncnc3[nH]cc(Br)c23)CC1)C1(c2cccc(Br)c2)CC[NH2+]CC1,-9.624
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@@H](c4ccc(Cl)cc4)[C@@H]4CCCC[NH2+]4)CC3)c21,-9.605
[NH3+][C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]ncc23)CC1,-9.595
[NH3+]CCN[C@H](c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,-9.585
Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)[nH+]c1C1CCN(c2ncnc(N)c2-c2cccc(C#N)c2)CC1,-9.575
N#Cc1c[nH]c2ncnc(N3CC4(CC[NH2+]CC4)c4ccccc43)c12,-9.572
C[C@@H]1OCc2ncnc(N3CCN(C(=O)[C@H]([NH3+])Cc4ccc(Cl)cc4)CC3)c21,-9.564
COCC[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,-9.561
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]CCF)c4ccc(Cl)cc4)CC3)c21,-9.556
CCc1c[nH]c2ncnc(N3CC[C@]([NH3+])(CNC(=O)c4ccc(Cl)cc4)C3)c12,-9.544
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH3+])c4ccc(Cl)cc4)CC3)c21,-9.541
Cc1c[nH]c2ncnc(N3CC4(CC[NH2+]CC4)c4ccccc43)c12,-9.534
c1ccc2c(c1)N(c1ncnc3[nH]ccc13)CC21CC[NH2+]CC1,-9.524
[NH3+]C1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.517
CN(CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)[nH+]c1C1CCN(c2ncnc(N)c2C(N)=O)CC1)CC[NH+](C)C,-9.509
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]CC4CC4)c4ccc(Cl)cc4)CC3)c21,-9.504
Fc1ccc2c(c1)C1(CC[NH2+]CC1)CN2c1ncnc2[nH]ccc12,-9.497
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]CC4CCOCC4)c4ccc(Cl)cc4)CC3)c21,-9.451
C[NH+](C)C[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,-9.448
C[NH2+]CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,-9.448
Cc1c[nH]c2ncnc(N3CCN(C(=O)[C@H]([NH3+])C4Cc5ccccc5C4)CC3)c12,-9.445
C=Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CC[NH+]2CCCC2)CC1,-9.431
Clc1c[nH]c2ncnc(N3CC4(CC[NH2+]CC4)c4ccccc43)c12,-9.430
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]C4CCOCC4)c4ccc(Cl)cc4)CC3)c21,-9.424
[NH3+]C[C@H](NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,-9.424
[NH3+][C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3cc[nH]c23)CC1,-9.421
Clc1ccc2c(c1)C1(CC[NH2+]CC1)CN2c1ncnc2[nH]ccc12,-9.418
[NH3+]C[C@H](Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-9.417
[NH3+]C[C@H](Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-9.417
[NH3+][C@@H]1CCN(c2ncnc3[nH]cc(Cl)c23)C1,-9.416
[NH3+][C@@H]1CCCN(c2ncnc3[nH]cc(Cl)c23)C1,-9.414
CC(C)[NH2+]C[C@H](Cc1ccc(F)c(F)c1)C(=O)N1CCN(c2ncnc3c2[C@H](C)SC3)CC1,-9.409
[NH3+]C[C@H](NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,-9.409
C[C@H](NC(=O)C1([NH3+])CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,-9.409
Cc1cc(-c2cn(CCO)c(C3CCN(c4ncnc(N)c4C#N)CC3)[nH+]2)ccc1F,-9.404
[NH3+][C@H](Cc1ccc(Br)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,-9.395
[NH3+]C[C@H](Cc1ccc(F)cc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-9.392
C[NH2+]C[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,-9.377
C[N@@H+](CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1)Cc1ccccc1,-9.365
NC1(C(=O)N[C@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.355
[NH3+]C1(C(=O)N[C@H](c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.350
C[NH2+]CCn1cc(-c2ccc(F)c(C)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,-9.337
C[NH2+]CCn1cc(-c2ccnc(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2Br)CC1,-9.334
Cc1c[nH]c2ncnc(N3CC[C@@]([NH3+])(CNC(=O)C(F)(F)F)C3)c12,-9.329
O=C(N1CCN(c2ncnc3[nH]nc(Cl)c23)CC1)C1(c2ccc(Cl)cc2)CC[NH2+]CC1,-9.325
[NH3+]C[C@@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,-9.323
Cc1c[nH]c2ncnc(N3CC[C@]([NH3+])(CNC(=O)c4ccc(F)cc4F)C3)c12,-9.316
Cc1cc(C(=O)N[C@H](C[NH3+])c2ccccc2)sc1-c1ccnc2[nH]ccc12,-9.289
O=C(N[C@@H]1C[NH2+]CC[C@H]1c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)o1,-9.283
O=C(N1CCN(c2ncnc3[nH]nc(Cl)c23)CC1)C1(c2ccc(Br)cc2)CC[NH2+]CC1,-9.266
NC1(C(=O)N[C@@H](CC[NH+]2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-9.256
Cc1c[nH]c2ncnc(N3CC[C@@]([NH3+])(CNC(=O)c4cccc(F)c4)C3)c12,-9.243
COc1ccc(C2(C(=O)N3CCN(c4ncnc5[nH]cc(Br)c45)CC3)CC[NH2+]CC2)cc1,-9.214
C[NH+]1CC(Cn2cc(-c3ccc(F)c(C(F)(F)F)c3)[nH+]c2C2CCN(c3ncnc(N)c3C(N)=O)CC2)C1,-9.212
CC(C)[NH2+]C[C@H](Cc1ccc(Cl)c(F)c1)C(=O)N1CCN(c2ncnc3c2[C@H](C)OC3)CC1,-9.208
CC(C)[NH2+]C[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@@H]3O)CC1)c1ccc(Cl)cc1,-9.204
Cc1c[nH]c2ncnc(N3CC[C@@H]([NH3+])C3)c12,-9.193
Cc1c[nH]c2ncnc(N3CCN(C(=O)[C@H]([NH3+])Cc4ccc(Cl)cc4)CC3)c12,-9.191
[NH3+][C@H](CNc1cncc(Nc2cccc3cnccc23)c1)Cc1c[nH]c2ccccc12,-9.181
CC(C)[N@H+](C)C[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,-9.167
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]C4CCCCC4)c4ccc(Cl)cc4)CC3)c21,-9.166
C[C@@H]1SCc2ncnc(N3CCN(C(=O)[C@H](Cc4ccc(Cl)c(F)c4)CC4([NH3+])CC4)CC3)c21,-9.166
[NH3+][C@]1(CNC(=O)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]cc(Cl)c23)C1,-9.164
Cc1cc(-c2cn(CC[NH2+]C(C)C)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F,-9.156
NC(=O)c1c(N)ncnc1N1CCC(c2[nH+]c(-c3ccc(F)c(C(F)(F)F)c3)cn2CC2C[NH2+]C2)CC1,-9.140
CCO/C=C/c1c(N)ncnc1N1CCC(c2[nH+]c(-c3ccc(F)c(C(F)(F)F)c3)cn2CC[NH+](C)C)CC1,-9.126
C[NH2+]CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)[nH+]c1C1CCN(c2ncnc(N)c2C(N)=O)CC1,-9.119
Cc1cc(-c2cn(CC[NH+](C)C)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)[nH+]2)ccc1F,-9.115
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@@H](c4ccc(Cl)cc4)[C@@H]4CCC[NH2+]4)CC3)c21,-9.109
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CC[NH3+])CC1,-9.107
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH+]4CCC(F)CC4)c4ccc(Cl)cc4)CC3)c21,-9.099
Cc1cc(-c2cn(CC3C[NH2+]C3)c(C3CCN(c4ncnc(N)c4C#N)CC3)[nH+]2)ccc1F,-9.048
Cc1n[nH]c2ccc(-c3nnc(NC[C@@H]([NH3+])Cc4ccccc4)s3)cc12,-9.045
Clc1ccc([C@H]([NH2+]Cc2ccccc2)c2ccc(-c3ncnc4[nH]cnc34)cc2)cc1,-9.043
Cc1n[nH]c2ccc(-c3nnc(NC[C@@H]([NH3+])Cc4cccc(F)c4)s3)cc12,-9.040
Cc1n[nH]c2ccc(-c3nnc(NC[C@@H]([NH3+])Cc4cccc(Cl)c4)s3)cc12,-9.038
Cc1c[nH]c2ncnc(N3CC[C@@]([NH3+])(CNC(=O)Cl)C3)c12,-9.037
C=Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)c(F)c3)cn2CC[NH+]2CCCC2)CC1,-9.035
C[NH+](C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,-9.033
CCc1c(N)ncnc1N1CCC(c2[nH+]c(-c3ccc(F)c(C(F)(F)F)c3)cn2CC[NH+](C)C)CC1,-9.031
[NH3+]C[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-9.022
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CC[NH+]2CCC2)CC1,-9.021
[NH3+][C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccnc3[nH]ccc23)CC1,-9.009
C[NH+](C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C2CC2)CC1,-9.004
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@@H](c4ccc(Cl)cc4)[C@@H]4COCC[NH2+]4)CC3)c21,-9.003
NC(=O)c1ccc(N[C@H]2C[NH2+]CC[C@@H]2c2ccc(F)c(Cl)c2)c2cncnc12,-8.999
[NH3+]C1(C(=O)N[C@H](Cc2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,-8.997
Nc1ncnc(N2CC[C@@]3(CCC[N@@H+](C[C@H](O)CNS(=O)(=O)c4ccccc4Cl)C3)C2)c1C1CC1,-8.990
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CC3C[NH2+]C3)CC2)c1Cl,-8.990
Cn1ncc(Cl)c1-c1coc(C(=O)N[C@@H]2C[NH2+]CC[C@H]2c2ccc(F)c(F)c2)c1,-8.988
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(OC(F)F)c3)cn2CC[NH+]2CCC2)CC1,-8.964
Cn1ncc(Cl)c1-c1ccc(C(=O)N[C@@H]2C[NH2+]CC[C@H]2c2ccc(Cl)cc2)o1,-8.954
N#Cc1c(N)ncnc1N1CCC(c2[nH+]c(-c3cccc(C(F)(F)F)c3)cn2CC[NH+]2CCCC2)CC1,-8.940
CC(C)[NH2+]C[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@@H]3F)CC1)c1ccc(Cl)cc1,-8.940
Cc1n[nH]c2cnc(-c3cncc(OC[C@@H]([NH3+])Cc4cccc(OCC5CC[NH2+]CC5)c4)c3)cc12,-8.931
O=C(N1CCN(c2ncnc3[nH]nc(Br)c23)CC1)C1(c2ccc(Cl)c(Cl)c2)CC[NH2+]CC1,-8.925
[NH3+][C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(Cl)cc1Cl,-8.921
COc1ccc(C2(C(=O)N3CCN(c4ncnc5[nH]ccc45)CC3)CC[NH2+]CC2)cc1,-8.918
[NH3+][C@H](Cc1ccccc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,-8.918
Cc1c(NCC[NH+]2CCCC2)cc(C(=O)Nc2ccccc2)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,-8.917
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(F)c3)cn2CC[NH+]2CCC2)CC1,-8.901
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H]([NH3+])Cc4ccc5ccccc5c4)c3)cc12,-8.895
C[C@@H]1SCc2ncnc(N3CCN(C(=O)[C@H](Cc4ccc(Cl)cc4)CC(C)(C)[NH3+])CC3)c21,-8.891
[NH3+]C[C@H](Cc1ccccc1C(F)(F)F)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,-8.887
Cc1n[nH]c2ccc(-c3nnc(NC[C@@H]([NH3+])Cc4ccc(Cl)cc4Cl)s3)cc12,-8.874
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2+]CC(F)(F)F)c4ccc(Cl)cc4)CC3)c21,-8.873
COC(=O)c1ccc(-c2c(N)ncnc2N2CCC(c3[nH+]c(-c4ccc(F)c(C(F)(F)F)c4)cn3CC[NH+](C)C)CC2)cc1,-8.865
O=C(N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)C1(c2ccc(Br)cc2)CC[NH2+]CC1,-8.839
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cnoc3)cn2CC[NH+]2CCC2)CC1,-8.838
CC(C)[NH2+]C[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3F)CC1)c1ccc(Cl)cc1,-8.838
Cc1n[nH]c2ccc(-c3nnc(NC[C@@H]([NH3+])Cc4ccc(F)c(F)c4)s3)cc12,-8.831
C[C@@H]1SCc2ncnc(N3CCN(C(=O)[C@H]([NH3+])Cc4ccc(F)cc4)CC3)c21,-8.830
Clc1ccc([C@H]([NH2+]C2CC2)c2ccc(-c3ncnc4[nH]cnc34)cc2)cc1,-8.818
[NH3+][C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(F)cc1,-8.814
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CC[NH+]2CCCC2)CC1,-8.805
C[NH+](C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2-c2ccncc2)CC1,-8.804
N#Cc1c(N)ncnc1N1CCC(c2[nH+]c(-c3ccc(F)c(C(F)(F)F)c3)cn2CCO)CC1,-8.798
O=C(N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)C1(c2ccc(Cl)c(Cl)c2)CC[NH2+]CC1,-8.793
O=C(N1CCN(c2ncnc3[nH]ccc23)CC1)C1(c2ccc(Cl)cc2)CC[NH2+]CC1,-8.788
CC(C)C[NH2+][C@H](c1ccc(Cl)cc1)c1ccc(-c2ncnc3[nH]cnc23)cc1,-8.782
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(N)=O)c3)cn2CC[NH+]2CCC2)CC1,-8.775
O=C(N1CCN(c2ncnc3[nH]cc(Br)c23)CC1)C1(c2ccc(Cl)cc2)CC[NH2+]CC1,-8.771
C=Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CC[NH+]2CCCC2)CC1,-8.766
O=C(N[C@H](c1ccc(Cl)c(Cl)c1)[C@@H]1CC[NH2+]C1)c1ccc2cnccc2c1,-8.765
C=Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CC[NH+](C)C)CC1,-8.751
Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)[nH+]c1C1CCN(c2ncnc(N)c2C=O)CC1,-8.748
O=C(N1CCN(c2ncnc3[nH]nc(Cl)c23)CC1)C1(c2ccc(Cl)c(Cl)c2)CC[NH2+]CC1,-8.747
O=C(Cc1ccc(Cl)cc1)N1CCN(c2ncnc3[nH]cc(Br)c23)CC1,-8.746
