SMILES,DOCKING_SCORE
[NH3+]CC[C@@H]1CN(Cc2cccc3c2ccc2cncn23)c2cccc(c2)C[NH2+]CC[C@@H](O)C(=O)N1,-8.819
Cn1ncc2nc(C(=O)[O-])cc(CC3=C[C@@H](C(=O)N4CCC(C)(C)CC4)C(N)=C3)c21,-8.806
Cc1cc(F)c(CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)c(CC(=O)N2CC[NH2+]C2)c1,-8.799
[NH3+]Cc1cccc(Cc2cc(C(=O)[O-])nc3cnccc23)c1,-8.782
Cc1ccc(O)cc1NC(=O)c1ccccc1[C@H]1O[C@@H]2[C@H](OC3=C(C(=O)[O-])C4=[NH+]C=NC4=CC3)[C@H](O)[C@@H](O)[C@@H](O)[C@H]2O1,-8.780
O=c1nc(NCCC[C@H](c2cccc(-c3ccc4cnccc4c3)c2)[NH+]2CCCC2)cc[nH]1,-8.779
Cn1c(=O)c2ccc(F)cc2n(CCN2CC[N@H+](C)C[C@H]2C[NH3+])c1=O,-8.776
N/C=[NH+]/[C@H](C[NH3+])CN(Cc1cccc2c1ccc1cncn12)c1cccc(Cl)c1,-8.772
O=C([O-])c1cncc2ccc(O[C@H]3[C@H](O)[C@H](O)[C@H](O)[C@H]3CO)cc12,-8.755
O=C(c1ccc2cnccc2c1)N1CC[NH2+]CC1,-8.743
CCCCNC(=O)c1ccccc1NC[C@H]1[NH2+]CC(=O)N(Cc2ccc3c(c2)C=CC3=O)C1=O,-8.743
CCCC[NH2+]CCN(Cc1cc2c([N+](=O)[O-])cncc2cc1O)C(N)=[NH2+],-8.736
Cc1cc(F)c(CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)c(C(=O)N(C)CC[NH3+])c1,-8.734
CC(C)COC[C@H]1CC[C@@H]([NH3+])[C@@H](O)[C@H](C(=O)N2CCCc3cnccc3C2)[NH2+]1,-8.732
Cc1cc(F)c(CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)c(C(=O)N2CCC([NH3+])CC2)c1,-8.718
C[C@@H]1[C@@H]2[C@@H](Cc3c(F)c4c(c(=O)n31)C(=O)CNC(=O)C4)[N@H+](C)CCN2CCn1c(=O)n(C)c(=O)c2ccc(F)cc21,-8.712
[NH3+]Cc1cc(Oc2ccc3ncn(CCC(=O)[O-])c3c2)cc(-c2cscn2)c1,-8.686
C[NH2+]Cc1ccccc1CN1C[C@@H]2NC(=O)c3cnc4nccc5c4c3C2=C(C5)C1=O,-8.667
NC1=[N+](c2c(CO)ccc(O)c2CO)C[C@@H](O)N1c1cccc(-c2cccc(Cl)c2)c1,-8.598
C[C@@]1(O)CO[C@H]([C@H](O)[C@@H]2[NH2+][C@H](Cc3ncnc4ncccc34)[C@H](O)[C@@H]2N)[C@H]1O,-8.590
CCCC[C@@H]1C[C@@H]2C[NH2+]C[C@@H]2N1Cc1ccc2c(c1)C=CC2=O,-8.569
Cc1cc(O)c(N)c2c1C[C@@H]([NH2+]C[C@H]([NH3+])C[C@H](C(=O)[O-])n1c(=O)oc3cc(F)ccc3c1=O)[C@H](NC(=O)[O-])C2,-8.557
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)[C@@H]1CC=C2C(N)=[NH+]Cc3cc(C)cc1c32,-8.555
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)c1c(NCO)cc(O)c2scc(F)c12,-8.551
NC(=O)[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1Oc1ccc2cncc(C(=O)[O-])c2c1,-8.549
O=C(Nc1ccccc1C[NH2+]CCO)c1ccc2cnccc2c1,-8.541
Cn1c(=O)c2ccc(F)c3c2n(c1=O)C[C@H]1C[NH2+]CC[C@H]1N3,-8.541
[H]/N=C1\Cc2cc3n(c(=O)c2C(=O)N1C)[C@H](C)[C@@H]1[C@@H](C3)[N@@H+](C)CCN1CCn1c(=O)n(C)c(=O)c2ccc(F)cc21,-8.537
Cc1cc(F)c(CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)c(C(=O)N[C@@H](C)O)c1,-8.533
[NH3+]Cc1cc(C(=O)[O-])cc(Oc2ccc3ncn(CCC(=O)[O-])c3c2)c1O,-8.533
C/C=C1\C[C@@H]2CC[N@H+](CC)C[C@@H](c3ccc4c(c3)[nH]c(=O)c3cc(O)ccc34)N2C1,-8.530
CCCCC[C@@H]1C[C@@H]2C[NH2+]C[C@@H]2N1Cc1ccc2c(c1)C=CC2=O,-8.528
COc1cc(NC(=O)c2c(F)cccc2C[NH3+])cc2ccncc12,-8.517
Cc1[nH]c2c3c(cc(O)cc13)-c1ccccc1[C@H]2[NH2+][C@@H]1CC[C@@H](Cn2c(=O)n(C)c(=O)c3ccc(F)cc32)C1,-8.505
CC(=O)C1=CC[C@@H](NC(=O)[C@H]([NH3+])C[C@H](C(=O)[O-])n2c(=O)oc3cc(F)ccc3c2=O)C(=O)C=C1,-8.502
Nc1nccc2c(/C=C/C[N@H+]3CC[C@@H](N[C@@H]4OC[C@@H](O)[C@H]4O)C3)cc(C(=O)[O-])nc12,-8.486
CCCCCC[C@@H]1C[C@@H]2C[NH2+]C[C@@H]2N1Cc1ccc2c(c1)C=CC2=O,-8.481
Cn1c(=O)c2ccc(F)cc2n(CCCC[NH3+])c1=O,-8.478
[NH3+]C[C@@H]1C[N@H+](Cc2cccnc2)C[C@@H]1C(=O)Nc1cccc(Cl)c1,-8.467
Cc1cccc([C@]23[C@H](CNC(=O)C[C@@H]4C=NC(=O)c5ccoc54)CC[C@H]2[C@H](C(=O)[O-])[NH2+][C@@H]3c2ccccc2)c1,-8.465
[NH3+]C[C@@H]1C[N@@H+](Cc2cccnc2)C[C@@H]1C(=O)Nc1cccc(C(F)(F)F)c1,-8.459
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)c1c(NC(N)=O)cc(O)c2cccc(F)c12,-8.447
C[C@@H](O)COc1cccc(O)c1Oc1ccc2cncc3c2c1[C@H](CO)NC3=O,-8.440
N[C@H]1[C@@H](O)[C@@H](Cc2ncnc3ncccc23)[NH2+][C@H]1[C@@H](O)[C@H]1OC[C@]2(O)CCO[C@H]12,-8.438
CC(C)CCC[C@@H]1C[C@@H]2C[NH2+]C[C@@H]2N1Cc1ccc2c(c1)C=CC2=O,-8.438
Cc1cccc(NCCCC[NH2+]CCCC[NH2+]Cc2ccc(O)c(Oc3cc(C(=O)[O-])c4ccccc4c3)c2)c1C(=O)[O-],-8.437
O=C1N[C@@H](CO)CN(Cc2cccc3c2ccc2cncn23)c2cccc(c2)[C@H]2CCC[C@H]1[NH2+]2,-8.430
O=C1/C(=C2/C=Cc3n[nH]cc3C2)NCCN1Cc1ccccc1,-8.427
CC1=CCC(C=O)=CN1CCN(Cc1cc2c([N+](=O)[O-])cncc2cc1O)C(N)=[NH2+],-8.415
CCC/C(C(=O)[O-])=C1\CC[N@H+](C/C=C/c2cc(C(=O)[O-])nc3c(N)nccc23)C1,-8.412
CC1=CC2=C[C@H](C3[C@@H](O)[C@@H](O)[C@H](O)[C@@H]3O)NC(=O)C2=CC1=O,-8.408
CN(Cc1cc(=O)[nH]cc1C(=O)NO)C[C@H](CO)[N@@H+]1COc2cc(O)ccc2C1,-8.407
[NH3+][C@@H]1CCCN(Cc2cc(F)c(O)cc2F)[C@@H](C(=O)N2CCCc3cnccc3C2)[C@@H]1O,-8.403
CC(F)(F)[C@@H]1OC[C@H](O)c2ccc(Oc3ccc4ncn(CCC(=O)[O-])c4c3)cc21,-8.379
Cc1cc(C[NH2+]CCC[NH2+]CCn2cnc3ccccc3c2=O)cc(Oc2cc(C(=O)[O-])c3ccccc3c2)c1,-8.376
Cc1cc(F)c(CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)c(C2=C[C@@H](C=O)C=CC2)c1,-8.374
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)[C@@H]1CC=C2C=NNc3cc(C)cc1c32,-8.373
Cc1ccc(CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)c(-c2c(O)c(F)cc3cccc(F)c23)c1,-8.371
Oc1cc(-c2ccncc2)ccc1Cn1ccc2ccccc21,-8.369
CC1(C)C[NH2+]C[C@H](Nc2cc3ccncc3c(O)c2O)C1,-8.363
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)[C@H]1c2cc(C)ccc2-c2ncccc2[C@@H]1C,-8.348
COc1cc(-c2ccccc2)cc(Oc2ccc3ncn(CCC(=O)[O-])c3c2)c1O,-8.341
NC(=[NH2+])Cc1cc2ccccc2cn1,-8.340
CN(C)C(=O)C1=C(NCC[NH2+]CCO)C(=O)N(c2ccncc2)C1,-8.340
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)[C@@H]1c2cc(C)ccc2-n2c(cccc2=O)[C@@H]1CO,-8.331
COC(=O)N(C1=CC=C(c2cc(C[NH3+])cc3oc4ccc(C(N)=O)c(=O)c-4cc23)CC1)c1c(CO)c(O)cc(O)c1OC,-8.330
NC(=O)c1ccc(CN2C[C@H]3[N@@H+](CC[C@@]3(O)c3ccc(F)cc3O)CC2=O)cc1,-8.324
NC(=O)c1ccc(CN2C[C@H]3[N@@H+](CC[C@@]3(O)c3ccccc3O)CC2=O)cc1,-8.323
C[C@@H]1[C@@H]2[C@@H](Cc3cc4ccc(=O)n(C)c(=O)c4c(=O)n31)[N@@H+](C)CCN2CCn1c(=O)n(C)c(=O)c2ccc(F)cc21,-8.319
CCNC(=O)c1cc(C)cc(F)c1CN1C[C@@H]2NC(=O)c3cnc4nccc5c4c3C2=C(C5)C1=O,-8.317
CC(=O)N1C[C@@H](c2cccc(O)c2)[C@@H](O)[C@H]1C[NH3+],-8.312
CCCN1CCC[N@@H+](C)C[C@H]1c1ccc2c(c1)[nH]c(=O)c1cc(O)ccc12,-8.299
CC1=C(c2cc(C)ccc2CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)C(=O)CC1=O,-8.281
CNC(=O)c1cc(C)cc(F)c1CN1C[C@@H]2NC(=O)c3cnc4nccc5c4c3C2=C(C5)C1=O,-8.280
C/C(C(=O)[O-])=C1\CO[C@H](c2cc3ccc4cncc5c(=O)n(C)c(c2)c3c45)[N@H+]2CCCC[C@@H]2C1,-8.274
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)[C@H]1c2cc(C)ccc2N(C=O)C(=O)[C@@H]1C,-8.271
NC(=[NH2+])N1CC[C@@H](NC(=O)c2ccc3c(c2)C(=O)CNC3=O)C1,-8.264
CCCCCCCC/C(C)=C1/CO[C@H](c2cc3ccc4cncc5c(=O)n(C)c(c2)c3c45)[N@@H+]2CCCC[C@@H]2C1,-8.259
[NH3+]Cc1cc2c(c(C3=CC=C(C(=O)[O-])[C@H]([NH3+])C3)c1)C=c1c(ccc3c1=[NH+]CNC3=O)O2,-8.227
NC(=O)c1ccc(CCNc2ccc(CO)c(CO)c2)cc1,-8.222
Nc1nccc2c(/C=C/C[N@@H+]3CC[C@@H](Nc4ccccc4)C3)cc(C(=O)[O-])nc12,-8.220
Cc1c(Cc2cc3n(c2)Cc2ccccc2C[NH2+][C@H](C)CCCC[C@@H]2NC(=O)NC3=[NH+]2)cc(OC(F)F)cc1C(N)=O,-8.215
C[C@@H]1CC[N@H+]([C@@H]2CN(c3ccc4cnc(N)c(C(=O)[O-])c4n3)C[C@@H]([NH3+])[C@H]2O)C1,-8.214
NC(=O)CC[C@H](CO)NC(=O)c1ccc2cnccc2c1,-8.212
C[C@@H]1[C@@H]2[C@@H](C[C@H]3C[C@@H]4C=Cc5scc6c5[C@@H]4C(=[NH+]C=C6)N31)[N@@H+](C)CCN2CCn1c(=O)n(C)c(=O)c2ccc(F)cc21,-8.210
O=C(c1ccc2cnccc2c1)N1CC[NH2+]C[C@@H]1CO,-8.203
C/C(=C\C=C1\C=C(c2ccc3ccnc4c3c2C=[NH+]C4)C(CN)=N1)C(=O)[O-],-8.202
NC(=[NH2+])c1cccc(CN2CCCCCC2=O)c1,-8.200
O=C1N[C@H]2CN(Cc3ccc(Cl)cc3)C(=O)C3=C2c2c1cnc1nccc(c21)C3,-8.200
C[NH2+]Cc1cc(Cl)cc(F)c1CN1C[C@@H]2NC(=O)c3cnc4nccc5c4c3C2=C(C5)C1=O,-8.199
CN1Cc2c(O[C@H](C[NH+](C)C)c3cc4ccccc4o3)ccc3cncc(c23)C1=O,-8.192
Cc1ccc(CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)c(-c2cc(O)cc(F)c2)c1,-8.188
C[C@]1(O)CC[N@H+]([C@@H]2CN(c3ccc4cnc(N)c(C(=O)[O-])c4n3)C[C@@H]([NH3+])[C@H]2O)CC1,-8.181
C[NH+](C)CCOc1ccc2cncc3c2c1C=NC3=O,-8.178
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)[C@@H]1C2=CCC[C@H]2/C(=N\O)c2ccc(C)cc21,-8.176
NC(=[NH2+])N(CCn1cccc1)Cc1cc2c([N+](=O)[O-])cncc2cc1O,-8.174
CCCCCCC[C@@H]1C[C@@H]2C[NH2+]C[C@@H]2N1Cc1ccc2c(c1)C=CC2=O,-8.174
Cc1cn(CC[N@H+]2CCC[C@@H](O)C2)c(-c2cccnc2)n1,-8.173
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)c1c(NC(N)=O)cc(O)c2c(C)ccc(F)c12,-8.172
CCNC(=O)c1cc(Cl)cc(F)c1CN1C[C@@H]2NC(=O)c3cnc4nccc5c4c3C2=C(C5)C1=O,-8.162
C[C@@H]1C[C@@H](NC(=O)c2ccccc2)[C@@H](C[NH3+])[C@@H]1N1C=C(C(N)=O)[C@@H]([NH3+])C1=O,-8.161
CC[C@H](CNC(N)=O)OC(=O)c1c([O-])n(Cc2ccc3c(c2)C=CC3=O)c(=O)c2[n+]1CCC2,-8.159
COC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)c1ccc2c(N)nccc2c1C,-8.151
CC(=O)N1Cc2cnncc2[C@@H]1c1ccc2n(c1=O)[C@H](C)[C@@H]1[C@@H](C2)N(C)CCN1CCn1c(=O)n(C)c(=O)c2ccc(F)cc21,-8.149
O=[N+]([O-])c1cncc2c1[N-]C(c1ccc(CN3CC(F)(F)C[C@H]4CCO[C@H]43)cc1O)=CC2,-8.146
Cc1ccc(O)c2c1C[C@@H]([NH2+][C@H](O)[C@H]([NH3+])C[C@H](C(=O)[O-])n1c(=O)oc3cc(F)ccc3c1=O)[C@H](NC(=O)[O-])C2,-8.138
CCNC(=O)[C@H](C)c1cc(C[NH3+])cc(Oc2ccc(C(N)=O)cc2)c1,-8.137
O=C([O-])[C@H](O)[C@H]1C[C@@H](O)[C@@H](O)[C@H](C(=O)Oc2ccc3cncc4c3c2[C@H]2CCCN2C4=O)O1,-8.136
C[NH2+]Cc1ccccc1NC(=O)c1ccc2cnccc2c1,-8.135
Cc1cc(C[NH2+]CCC[NH2+]CCn2cnc3ncccc3c2=O)cc(Oc2cc(C(=O)[O-])c3ccccc3c2)c1,-8.132
Cn1c(=O)c2cncc3ccc4cc([C@H]5OC/C(=C/CCCCO)C[C@H]6CCCC[N@H+]65)cc1c4c32,-8.127
CNC1=CC(=C(N)N)C=C(C)[C@H]1C(=O)N[C@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)CC(N)=O,-8.127
Cc1ccc([C@@H](CC[NH3+])N[C@@H]2Cc3cc([N+](=O)[O-])ccc3O[C@@H]2F)cc1,-8.114
O=C1NCCC[NH2+]CN2CN(C[C@H]3Cc4c(cccc41)O3)c1cccc(Nc3cc[nH]c(=O)c3)c1C2=O,-8.112
NC(=[NH2+])N(CC[N@H+]1CC[C@H](O)CC1)Cc1cc2c([N+](=O)[O-])cncc2cc1O,-8.111
COc1cccc(C2=C[C@H]3OC(=O)[C@H](O)[C@@H](OC4=C(C(=O)OCCO)C5=NC=NC5=CC4)[C@@H]3O2)c1,-8.110
CN(C[C@H](CO)[N@@H+]1COc2cc(O)ccc2C1)c1ccc(O)cc1-c1cn[nH]c1,-8.102
CN(C[C@H](CO)N1COc2cc(O)ccc2C1)c1ccc(O)cc1C=C(N)N,-8.101
CCOc1ncc(C)c2c(=O)n(Cc3ccnc(-c4cc(Cl)c5c(F)cncc5c4)c3)c(C/C=N/NC)cc12,-8.097
[NH3+]Cc1cccc(Oc2cc(C(=O)[O-])c3ccccc3c2)c1,-8.094
Cn1ncc2nc(C(=O)[O-])cc(CC3=C[C@@H](C(=O)N4CCCCC4)C(N)=C3)c21,-8.089
C[NH+](C)C[C@@H](Oc1ccc2cncc3c2c1C=NC3=O)[C@@H](O)C(=O)N1CCCC1,-8.083
NC(=O)CC[C@H](c1ccc(-c2ccncc2)cc1O)n1ccccc1=O,-8.081
Cc1cc(F)c(CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)c(CC(=O)CCCO)c1,-8.066
COc1cccc(-c2cc(C)ccc2CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)c1,-8.059
CCCN(c1ccc2ccncc2n1)c1cccc(F)c1C[NH3+],-8.057
CCOc1c(/C=N/[C@H](CCCC[NH3+])[NH+]2CCCC2)ccc2ccc(O)c(O)c12,-8.057
NC(=O)c1cccc(C(=O)Nc2cc(F)ccc2[C@@H]2OCN3C(=O)COC4=C5C(=O)C=C[C@H]5C[C@@H]2[C@H]43)c1,-8.051
COc1ccc2c(c1Oc1ccc3cncc4c3c1[C@H](CO)NC4=O)Oc1ccc(F)cc1C[C@H]2O,-8.048
COc1cc([C@]23C[C@H]4C[C@H](C[C@](O)(C4)C2)O3)cc(Oc2ccc3ncn(CCC(=O)[O-])c3c2)c1O,-8.047
CN1Cc2c(O[C@H](C[NH+](C)C)c3cc4ccn(C)c(=O)c4o3)ccc3cncc(c23)C1=O,-8.037
C[C@@H]1[C@@H]2[C@@H](Cc3ccc(C(=O)N4CC=NC4)c(=O)n31)[N@@H+](C)CCN2CCn1c(=O)n(C)c(=O)c2ccc(F)cc21,-8.037
O=C1NCC2=C1CN(C(=O)c1cc(Oc3ccccc3)c(F)cc1F)CC2,-8.031
Cn1c(=O)c2cncc3ccc4cc([C@H]5Oc6ccccc6C[C@H]6CCCC[N@H+]65)cc1c4c32,-8.020
Nc1[nH+]ccc(N[C@@H](CO)C[NH2+][C@H](C[NH3+])CNc2ccccc2)c1C(=O)[O-],-8.014
C[C@@H]1[C@@H]2[C@@H](Cc3ccc(Cn4cn[nH]c4=O)c(=O)n31)[N@@H+](C)CCN2CCn1c(=O)n(C)c(=O)c2ccc(F)cc21,-8.008
CO/C(N)=C1/C[C@H](CCc2cccc(O)c2)C[C@H]1c1ccc2cccc(O)c2c1,-8.006
[NH3+]CCC[NH2+]CCn1cc(C[NH3+])c(=O)n2cccc12,-8.004
O=C1NN=C2C=C/C(=C3/NCCN(Cc4ccccc4)C3=O)C[C@@H]12,-8.002
O=C(NCc1ccccc1)[C@H]1CC[C@H](c2ccncc2)C[N@H+]1CCO,-7.999
Cc1cc(C[NH2+]CCC[NH2+]CCN2CCCC(F)(F)C2)cc(Oc2cc(C(=O)[O-])c3ccccc3c2)c1,-7.994
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)[C@@H]1C(C)=CC(=C(N)N)C=C1NC(=O)[O-],-7.987
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)[C@H]1C(NC(C)=O)=CC(=C(N)N)c2ccccc21,-7.984
O=C(Oc1ccc2cncc3c2c1[C@H]1CCCN1C3=O)[C@@H](CO)O[C@@H]1COC[C@@H](O)[C@H]1O,-7.983
O=C([O-])C1=C(O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]2OCc2ccccc2C(=O)Nc2cccc(O)c2)CC=C2N=C[NH+]=C21,-7.973
Cc1cncc2cc(C(=O)[O-])ccc12,-7.969
C/C=C1\C(=O)N=CN(CC[NH2+]CCC[NH2+]Cc2cc(C)cc(Oc3cc(C(=O)[O-])c4ccccc4c3)c2)C1=O,-7.964
[NH3+]Cc1c(O)cc(Oc2ccccc2)cc1-c1ccc(C=O)cc1,-7.957
[NH3+]CCN[C@@H]1c2cc(C3=CC=[NH+][C@H]3C(=O)[O-])ccc2O[C@@H]1c1cc2cccc(O)c2cc1O,-7.957
C/C(CCC[NH3+])=C1\CO[C@H](c2cc3ccc4cncc5c(=O)n(C)c(c2)c3c45)N2CCCC[C@@H]2C1,-7.953
Nc1nccc2c(/C=C/C[N@@H+]3CC[C@@H](N4COc5cc(O)c(F)cc5[C@@H]4C(=O)F)C3)cc(C(=O)[O-])nc12,-7.950
[NH3+][C@@H]1CN2CCN(Cc3cccnc3)C(=O)[C@H]2[C@@H]1O,-7.950
[NH3+]CC[C@@]1(O)C[C@@H](O)[C@H](C(=O)[O-])O[C@H]1C(=O)Oc1ccc2cncc3c2c1[C@H]1CCCN1C3=O,-7.948
Cc1ccc(CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)cc1,-7.946
O=C(N[C@@H]1C[N@H+](Cc2cccc3ccc(Nc4c[nH]nn4)cc23)C[C@H]1O)c1cccs1,-7.936
Cn1c(=O)c2ccc(F)cc2n(CC[C@H](CC(N)=O)NC(=O)[C@@H]2C=CC3=CN=CCC3=C2CO)c1=O,-7.926
CNC(=O)C[C@@H](CCn1c(=O)n(C)c(=O)c2ccc(F)cc21)NC(=O)[C@@H]1CC=C2C(N)=[NH+]Cc3cc(Cl)cc1c32,-7.921
NC(=O)[C@H]1C=NC2=C(CC=CC2=O)C[C@H]1NC[C@H]([NH3+])C[C@H](C(=O)[O-])n1c(=O)oc2cc(F)ccc2c1=O,-7.917
CCC[C@@H](O[C@H]1[C@H](O)[C@H]2C(=C[C@H]1O)CCN2C(=O)c1ccc2cnccc2c1)C(N)=O,-7.914
CO[C@H](Cn1ccnc1)C(=O)N[C@@H]1CC[C@H]2CNC(=O)C(NC(=O)c3cccc(C(N)=O)c3)=C2C1,-7.912
COc1cc([C@H]2C[C@H]3CC[C@H](C3)O2)cc(Oc2ccc3ncn(CCC(=O)[O-])c3c2)c1O,-7.901
O=C(CC1=CC=[NH+]C1)N[C@H](CCO)[C@H](CO)NC(=O)c1ccccc1,-7.897
CC1=C(c2cc(C)ccc2CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)C(=O)CC1(C)C,-7.889
Nc1c(O)ccc2c1C[C@@H](NC(=O)[O-])[C@H]([NH2+]C[C@H]([NH3+])C[C@H](C(=O)[O-])n1c(=O)oc3cc(F)ccc3c1=O)C2,-7.887
COc1ccc2cc([C@H]3Oc4ccc(C5=CC=[NH+][C@H]5C(=O)[O-])cc4[C@H]3NCC[NH3+])c(O)cc2c1,-7.883
O=C1N[C@@H](CO)CN(Cc2cccc3c2ccc2cncn23)c2cccc(c2)[C@H]2C[C@H]1CC[NH2+]2,-7.865
Cc1cc(F)c(CN2C[C@@H]3NC(=O)c4cnc5nccc6c5c4C3=C(C6)C2=O)c(CC(=O)C(F)(F)F)c1,-7.856
