DrugGEN_MOL_ID,SMILES,DEEPScreen_Confidence_Score
MOL_02_009876,CC(C)[C@H](O)[NH+]1CCN(c2cccc(-c3ccc4nc(-c5cccnc5N)n(-c5ccc(C6([NH3+])CCC6)cc5)c4n3)c2)CC1,1.0
MOL_02_003098,CC(C)(C)O[C@H](O)N1CCC(CC[NH3+])(n2cc([C@H]([NH3+])[O-])c(Nc3ccc(Cl)nc3)n2)CC1,1.0
MOL_02_045602,CC(C)(C)O[C@H](O)N1CCC(CC[NH3+])(n2cc([C@H]([NH3+])[O-])c(Nc3ccc(Cl)nc3)n2)CC1,1.0
MOL_02_001673,COc1ccc(Cn2c([C@H]([O-])[NH+]3CCC([C@H](O)N(C)Cc4ccccc4)CC3)cc3ccccc32)cc1,1.0
MOL_02_000245,C[C@@](O)(c1ccc(Nc2nn([C@@H]3COCC[C@H]3C[NH3+])cc2[C@H]([NH3+])[O-])cc1)C(Cl)Cl,1.0
MOL_02_009394,Cc1cc(-c2cn(CC[NH2+]C3CCCC3)c(C3CCN(c4ncnc(N)c4[C@H]([NH3+])[O-])CC3)[nH+]2)ccc1Cl,1.0
MOL_02_009386,Cc1cc(-c2cn(CC[NH+](C)C)c(C3CCN(c4ncnc(N)c4CN)CC3)n2)ccc1Cl,1.0
MOL_02_045650,CC[NH+](CC)CCn1cc(-c2ccc(Cl)c(C)c2)nc1C1CCN(c2ncnc(N)c2C[NH3+])CC1,1.0
MOL_02_009330,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C)c3)cn2CC[NH+](C)C)CC1,1.0
MOL_02_019447,CCc1c(N)ncnc1N1CCC(c2[nH+]c(-c3ccc(Cl)c(C)c3)cn2CC[NH3+])CC1,1.0
MOL_02_009425,Nc1ncnc(N2CCC(c3[nH+]c(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCC3)CC2)c1[C@H]([NH3+])[O-],1.0
MOL_02_009325,CCc1c(N)ncnc1N1CCC(c2[nH+]c(-c3cccc(C(Cl)(Cl)Cl)c3)cn2CC[NH+]2CCC2)CC1,1.0
MOL_02_009461,O=c1cc(N2CCOCC2)nc(C[C@H](O)N2CCc3c(OC(Cl)(Cl)Cl)cccc32)[nH]1,1.0
MOL_02_009503,Cc1cc(-c2cn(CC3C[NH2+]C3)c(C3CCN(c4ncnc(N)c4OC(C)C)CC3)[nH+]2)ccc1Cl,1.0
MOL_02_009304,O=c1cc(N2CCOCC2)nc(C[C@H](O)N2CCc3c(-c4ccccc4Cl)cccc32)[nH]1,1.0
MOL_02_009816,O=c1cc(N2CCOCC2)nc(C[C@H](O)N2c3ccccc3C[C@H]2CCl)[nH]1,1.0
MOL_02_002955,C[NH+]1CCN(c2ccc([C@H](O)Oc3ccccc3)cc2N[C@H](O)c2ccc(Cl)c(N(O)O)c2)CC1,1.0
MOL_02_009717,CCON[C@H](O)c1ccc2c(c1)OCn1c-2nc(-c2ccc([C@]3([NH3+])C[C@](C)(O)C3)cc2)c1-c1ccccc1,1.0
MOL_02_009632,Nc1ncnc(N2CCC(c3[nH+]c(-c4cccc(Cl)c4)cn3CC[NH+]3CCCC3)CC2)c1Cl,1.0
MOL_02_007758,COc1ccc(CCc2cc(OC)c(OC)c(OC)c2-c2ccc(Cl)c(Cl)c2)cc1,1.0
MOL_02_009872,COc1nc([C@H](N)O)cn2c(-c3ccccc3)c(-c3ccc(C4([NH3+])CCC4)cc3)nc12,1.0
MOL_02_009565,C[NH+](C)[C@H]([O-])c1ccc2c(c1)-c1nc(-c3ccc([C@]4([NH3+])C[C@](C)(O)C4)cc3)c(-c3ccccc3)n1CO2,1.0
MOL_02_006549,Cc1ccccc1[C@H](O)Nc1ccc2c(c1)-c1c(c([C@H]([NH3+])[O-])nn1-c1ccc(OC[C@H](O)CO)cc1)CC2,1.0
MOL_02_009089,COc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C)c3)cn2CC2C[NH2+]C2)CC1,1.0
MOL_02_009428,Cc1cc(-c2cn(CC[NH2+]CC(C)C)c(C3CCN(c4ncnc(N)c4[C@H]([NH3+])[O-])CC3)[nH+]2)ccc1Cl,1.0
MOL_02_009284,Nc1ncnc(N2CCC(c3[nH+]c(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCCC3)CC2)c1Cl,1.0
MOL_02_010016,Cc1ccc2c(c1)CCN2[C@H](O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,1.0
MOL_02_009221,C[C@]1(O)C[C@]([NH3+])(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(Cl)ccc3-4)cc2)C1,1.0
MOL_02_009055,CC[N@H+](CCn1cc(-c2ccc(Cl)c(C)c2)[nH+]c1C1CCN(c2ncnc(N)c2OC(C)C)CC1)C(C)C,1.0
MOL_02_009884,Nc1ncnc(N2CCC(c3nc(-c4ccnc(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCC3)CC2)c1-c1cnoc1,1.0
MOL_02_010059,CC(C)Oc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(Cl)(Cl)Cl)c3)cn2CC[NH+]2CCC2)CC1,1.0
MOL_02_005594,Cc1ccc(O[C@H](CC2C[NH2+]C2)c2ccc(Cl)c(Cl)c2)cc1C,1.0
MOL_02_000983,C[N@H+](CCC(C)(O)O)[C@H]1CC[C@](CC[NH3+])(n2cc([C@H]([NH3+])[O-])c(Nc3ccc(Cl)cc3)n2)CC1,1.0
MOL_02_009168,Nc1ncnc(N2CCC(c3nc(-c4ccnc(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCC3)CC2)c1Cl,1.0
MOL_02_045780,C[NH+](C)C[C@@H]1CN([C@H](O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2ccccc21,1.0
MOL_02_009397,C[NH+](C)C[C@@H]1CN([C@H](O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2ccccc21,1.0
MOL_02_009562,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(Cl)c4)cn3CC[NH+]3CCCC3)CC2)c1C1CCC1,1.0
MOL_02_009577,[NH3+][C@H]([O-])c1cc(Cl)c2nc(-c3ccc(C4([NH3+])CCC4)cc3)c(-c3ccccc3)n2c1,1.0
MOL_02_009427,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C)c(Cl)c3)cn2CC[NH+]2CCCC2)CC1,1.0
MOL_02_009038,COc1cc(-c2cn(CC[NH+]3CCC3)c(C3CCN(c4ncnc(N)c4C[NH3+])CC3)n2)ccc1Cl,1.0
MOL_02_009654,Nc1ncnc(N2CCC(c3nc(-c4ccnc(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCC3)CC2)c1C[NH3+],1.0
MOL_02_045660,Cc1cnn(C)c1-c1cc([C@H](O)N[C@H](C[NH3+])Cc2ccc(Cl)c(Cl)c2)oc1C,1.0
MOL_02_009817,Cc1cc(-c2cn(CC[NH2+]CC3CC3)c(C3CCN(c4ncnc(N)c4CN)CC3)n2)ccc1Cl,1.0
MOL_02_001271,CO[C@H](O)[C@H](Cc1ccccc1)N(Cc1ccc(C)cc1)C(C)(O)O,1.0
MOL_02_009542,Cc1cc(-c2cn(CC[NH+]3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccc1Cl,1.0
MOL_02_009531,Cc1cccc2c1-c1nc(-c3ccc([C@]4([NH3+])C[C@](O)(C5CC5)C4)cc3)c(-c3ccccc3)n1CO2,1.0
MOL_02_009150,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCC3)CC2)c1Cl,1.0
MOL_02_009345,Cc1cc(-c2cn(CC[NH+](C)C)c(C3CCN(c4ncnc(N)c4OC(C)C)CC3)[nH+]2)ccc1Cl,1.0
MOL_02_009862,CCc1c(N)ncnc1N1CCC(c2[nH+]c(-c3ccc(Cl)c(Cl)c3)cn2CC[NH+]2CCC2)CC1,1.0
MOL_02_009787,Cc1cc(-c2cn(CC[NH+]3CCCC3)c(C3CCN(c4ncnc(N)c4C4CCC4)CC3)[nH+]2)ccc1Cl,1.0
MOL_02_005222,[O-][C@@H]([C@@H]1CC[C@@H](O)[NH2+]C1)[N@H+]1CC[C@@](c2ccc(C(Cl)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)cc2)(C(O)(O)c2ccc(Cl)cc2)C1,1.0
MOL_02_005358,COc1ccc([C@@H]2[NH2+]CCc3cc(OC)c(OC)cc32)cc1,1.0
MOL_02_010045,O=c1cc(N2CCOCC2)nc(C[C@H](O)N2c3ccccc3[C@@H]3CCC[C@@H]32)[nH]1,1.0
MOL_02_009927,Nc1ncnc(N2CCC(c3[nH+]c(-c4cccc(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCCC3)CC2)c1[C@H]([NH3+])[O-],1.0
MOL_02_009832,Cc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(Cl)(Cl)Cl)c3)cn2CC[NH+]2CCC2)CC1,1.0
MOL_02_009911,Cc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(Cl)(Cl)Cl)c3)cn2CC[NH2+]C2CC2)CC1,1.0
MOL_02_009596,Nc1ncnc(N2CCC(c3nc(-c4cccc(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCCC3)CC2)c1Cl,1.0
MOL_02_000341,C[C@]1(O)C[C@]([NH3+])(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(Cl)cc3-4)cc2)C1,1.0
MOL_02_045600,Cc1cc(-c2cn(CC[NH2+]CC(C)C)c(C3CCN(c4ncnc(N)c4C[NH3+])CC3)[nH+]2)ccc1Cl,1.0
MOL_02_013108,Cc1cc(-c2cn(CC[NH+](C)C)c(C3CCN(c4ncnc(N)c4C)CC3)[nH+]2)ccc1Cl,1.0
MOL_02_009473,Nc1ncnc(N2CCC(c3[nH+]c(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCCCC3)CC2)c1Cl,1.0
MOL_02_012862,Nc1ncnc(N2CCC(c3[nH+]c(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCC3)CC2)c1C(C[NH3+])C[NH3+],1.0
MOL_02_009341,[NH3+][C@H]([O-])c1cccn2c(-c3ccccc3)c(-c3ccc(C4([NH3+])CCC4)cc3)nc12,1.0
MOL_02_009367,[NH3+][C@H]([O-])c1ccc(-c2cnc3cc(-c4ccccc4)c(-c4ccc(C5([NH3+])CCC5)cc4)nn23)cc1,1.0
MOL_02_009315,CC1(C)CN([C@H](O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2ccccc21,1.0
MOL_02_009227,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C(Cl)(Cl)Cl)c3)cn2CC[NH+]2CCC2)CC1,1.0
MOL_02_009420,Cc1cc(-c2cn(CC[N@H+](C)C(C)C)c(C3CCN(c4ncnc(N)c4C[NH3+])CC3)[nH+]2)ccc1Cl,1.0
MOL_02_009839,Cc1cc(-c2cn(CC[NH+]3CCC3)c(C3CCN(c4ncnc(N)c4OC(C)C)CC3)n2)ccc1Cl,1.0
MOL_02_009213,Cc1ccc(-c2cn(CC[NH+]3CCC3)c(C3CCN(c4ncnc(N)c4C[NH3+])CC3)[nH+]2)cc1C,1.0
MOL_02_004991,CC(O)(O)[N@H+]1C[C@@H](O)N(CCc2ccccc2Cl)[C@@](C)([C@H](O)Nc2ccc3c(c2)OCCO3)C1,1.0
MOL_02_009047,O=c1cc(N2CCOCC2)nc(C[C@H](O)N2CCc3c(Cl)cccc32)[nH]1,1.0
MOL_02_009801,C[NH2+][C@H]([O-])C[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)[C@@H](N[C@H](O)c2cc(-c3c(C)cnn3C)c(C)o2)C[NH2+]1,1.0
MOL_02_009478,CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C)c3)cn2CC[NH+](CC)CC)CC1,1.0
MOL_02_009646,Cc1cnn(C)c1-c1cc([C@H](O)N[C@@H]2C[NH2+][C@@H](CCO)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1C,1.0
MOL_02_009143,Cc1cccc2c1CCN2[C@H](O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,1.0
MOL_02_009256,CO[C@H](O)c1ccc(-c2ccc3c(c2)nn2cc(-c4ccccc4)c(-c4ccc(C5([NH3+])CCC5)cc4)nc32)cn1,1.0
MOL_02_009272,CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C)c3)cn2CC[NH+]2CCCC2)CC1,1.0
MOL_02_009976,CC(O)(O)c1cccc(-c2ccc3c(c2)nn2cc(-c4ccccc4)c(-c4ccc(C5([NH3+])CCC5)cc4)nc32)c1,1.0
MOL_02_002976,Cc1ccc([C@@H]2c3c(O)cc(O)cc3[C@@H]3[C@@H](c4ccc(O)cc4)c4c(O)cc(O)cc4[C@H]23)cc1,1.0
MOL_02_009789,O[C@@H]1C[C@@H]2O[C@@H](COCc3ccccc3)[C@H]3[C@@H]([C@H]2O1)[C@H](O)c1ccccc1[C@@H]3O,1.0
MOL_02_009595,CO[C@H](O)c1cccc(-c2cnc3cc(-c4ccccc4)c(-c4ccc(C5([NH3+])CCC5)cc4)nn23)c1,1.0
MOL_02_009928,Cc1cc(-c2cn(CC[NH+]3CCCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)[nH+]2)ccc1Cl,1.0
MOL_02_009237,C[NH+]1CCC2(CC1)CN([C@H](O)Cc1nc(N3CCOCC3)cc(=O)[nH]1)c1ccccc12,1.0
MOL_02_009172,CCc1c(N)nc[nH+]c1N1CCC(c2[nH+]c(-c3ccc(Cl)c(C)c3)cn2CC[NH+]2CCC2)CC1,1.0
MOL_02_000004,Cc1ccc(CN2c3cc([C@H](O)[NH2+]CCCN4CCOCC4)ccc3[C@@H](O)c3ccccc3[C@H]2O)cc1,1.0
MOL_02_009244,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(OC)c3)cn2CC[NH+]2CCC2)CC1,1.0
MOL_02_009435,Cc1cnn(C)c1-c1cc([C@H](O)N[C@@H]2C[NH2+][C@@H](CCNC(C)(O)O)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1C,1.0
MOL_02_009137,Cc1cnn(C)c1-c1cc([C@H](O)N[C@@H]2C[NH2+]CC[C@H]2c2cccc(C(Cl)(Cl)Cl)c2)oc1C,1.0
MOL_02_008569,COc1ccc2[nH+]c3cc(C)ccc3c(Nc3cccc(N4CCOCC4)c3)c2c1,1.0
MOL_02_045792,CC1(CO[C@H](O)N2CCC(CC[NH3+])(n3cc([C@H]([NH3+])[O-])c(Nc4ccc(Cl)cc4)n3)CC2)CC1,1.0
MOL_02_007532,Cc1ccc(-c2cn(CC[NH+]3CCCC3)c(C3CCN(c4ncnc(N)c4C4CCC4)CC3)[nH+]2)cc1,1.0
MOL_02_009901,Cc1cnn(C)c1-c1cc([C@H](O)N[C@@H]2C[NH2+][C@@H](CCO[C@H](C)O)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1C,1.0
MOL_02_045785,Cc1ccc(-c2cn(CC[NH+]3CCCC3)c(C3CCN(c4ncnc(N)c4C4CCC4)CC3)[nH+]2)cc1,1.0
MOL_02_009081,CCc1c(N)ncnc1N1CCC(c2[nH+]c(-c3ccc(Cl)c(Cl)c3)cn2CC[NH+]2CCCC2)CC1,1.0
MOL_02_017716,Nc1ncnc(N2CCC(c3[nH+]c(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CCC[NH3+])CC2)c1N,1.0
MOL_02_009253,O=c1cc(N2CCOCC2)nc(C[C@H](O)N2CC3(CC3)c3ccccc32)[nH]1,1.0
MOL_02_009823,C[C@]1(O)C[C@]([NH3+])(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(C[NH3+])cc3-4)cc2)C1,1.0
MOL_02_009418,[NH3+]C1(c2ccc(-n3c(-c4cccnc4Cl)nc4ccc(-c5ccccc5)nc43)cc2)CCC1,1.0
MOL_02_009061,C[C@H](O)[NH2+]C1CCN(c2cccc(-c3ccc4nc(-c5cccnc5N)n(-c5ccc(C6([NH3+])CCC6)cc5)c4n3)c2)CC1,1.0
MOL_02_045634,COc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(Cl)(Cl)Cl)c3)cn2CC[NH+]2CCC2)CC1,1.0
MOL_02_045811,CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C)c3)cn2CC[NH+]2CCCC2)CC1,1.0
MOL_02_009932,CC(O)(O)c1cccc(-c2cn(CC[NH+]3CCC3)c(C3CCN(c4ncnc(N)c4C[NH3+])CC3)n2)c1,1.0
MOL_02_005310,C[N@@H+]1[C@@H](N)[NH2+][C@]2(c3cc(-c4cccnc4Cl)ccc3O[C@H]3CCCO[C@@H]32)[C@H]1[O-],1.0
MOL_02_009535,CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(Cl)(Cl)Cl)c3)cn2CC[NH+]2CCC2)CC1,1.0
MOL_02_000919,Cc1cccc([C@H](O)Nc2ccc3c(c2)-c2c(c([C@H]([NH3+])O)nn2-c2ccc(C(O)(O)N(C)C)cc2)CC3)c1,1.0
MOL_02_009641,Nc1ncnc(N2CCC(c3[nH+]c(-c4ccnc(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCC3)CC2)c1[C@H]([NH3+])[O-],1.0
MOL_02_002115,C[C@@]1(c2nc(N[C@H](O)c3ncc(C(Cl)(Cl)Cl)nc3N)ccc2Cl)N[C@@H]([NH3+])OCC1(Cl)Cl,1.0
MOL_02_009458,CC[NH+](CC)CCn1cc(-c2ccc(Cl)c(C)c2)nc1C1CCN(c2ncnc(N)c2C[NH3+])CC1,1.0
MOL_02_009293,CC(C)(C)[C@H](O)Nc1cccc(-c2ccc3nc(-c4cccnc4N)n(-c4ccc(C5([NH3+])CCC5)cc4)c3n2)c1,1.0
MOL_02_009326,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c([C@H]([NH3+])[O-])c3)cn2CC[NH+]2CCC2)CC1,1.0
MOL_02_009508,[NH3+]CCc1ccc(-n2cnc3cnc4ccc(CCc5cccnc5)cc4c32)cc1,0.972
MOL_02_002364,OC[C@H](O)C[NH2+][C@H](O)c1ccncc1Nc1ccc(Cl)cc1Cl,0.972
MOL_02_000643,Cc1cc([C@H](O)Nc2cccc(-c3ccnc4c(N)cccc34)c2)ccc1C(Cl)(Cl)Cl,0.972
MOL_02_003982,O=c1cc(C(Cl)(Cl)Cl)c2cc3c(cc2[nH]1)OC[C@@H](C(Cl)(Cl)Cl)N3CC(Cl)(Cl)Cl,0.972
MOL_02_009214,Cc1cc(-c2cn(CC[NH+](C)C)c(C3CCN(c4ncnc(N)c4[C@H](N)O)CC3)n2)ccc1Cl,0.972
MOL_02_009106,CCON[C@H](O)c1ccc2c(c1)-c1nc(-c3ccc([C@]4([NH3+])C[C@](C)(O)C4)cc3)c(-c3ccccc3)n1CO2,0.972
MOL_02_001904,Cc1cnc(C2([C@H](O)N3C[C@@H](C(O)(O)c4ccc(OCC(Cl)(Cl)Cl)cc4C)C[C@H]3[C@H](O)NC3(C[NH3+])CC3)CC2)c(Cl)c1,0.972
MOL_02_009037,COc1nc(Cl)cn2c(-c3ccccc3)c(-c3ccc(C4([NH3+])CCC4)cc3)nc12,0.972
MOL_02_009678,C[NH+](C)CCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2Cl)CC1,0.972
MOL_02_045606,CC(C)Oc1cccc(N2CCC(CC[NH3+])(n3cc([C@H]([NH3+])[O-])c(Nc4ccc(Cl)cc4)n3)CC2)n1,0.972
MOL_02_005430,COc1ccc(Cl)cc1C(C)(C)C[C@@](O)(Cc1cc(C)cc(C)c1)C(Cl)(Cl)Cl,0.972
MOL_02_009983,O=c1cc(N2CCOCC2)nc(C[C@H](O)Nc2cccc(C(Cl)(Cl)Cl)c2O)[nH]1,0.972
MOL_02_045621,C[N@H+](CCC(C)(O)O)[C@H]1CC[C@](CC[NH3+])(n2cc([C@H]([NH3+])[O-])c(Nc3ccc(Cl)cc3)n2)CC1,0.972
MOL_02_009660,Cc1cnn(C)c1-c1coc([C@H](O)N[C@@H]2C[NH2+]CC[C@H]2c2ccc(Cl)c(Cl)c2)c1,0.972
MOL_02_045647,CC(C)(C)O[C@H](O)[C@H]1CC[C@](CC[NH3+])(n2cc([C@H]([NH3+])O)c(Nc3ccccc3)n2)CC1,0.972
MOL_02_009688,CC[NH+](CC)C[C@@H]1CN([C@H](O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2ccccc21,0.972
MOL_02_002831,COc1cc(Cn2c(-c3nonc3N)nc3ccccc32)ccc1C,0.972
MOL_02_008659,CC(C)(C)c1ccccc1Oc1ccc([C@H](O)c2cc(Cc3ccc(Cl)cc3)c(O)c(O)c2O)cc1,0.972
MOL_02_009917,C[NH2+][C@H](O)Nc1ccc(CNc2c([C@H](O)Nc3ccc(CC(Cl)(Cl)Cl)cc3)cnn2C)c[nH+]1,0.972
MOL_02_000235,COCCn1nc2cc([C@H]([O-])[NH2+]Cc3cc(C(Cl)(Cl)Cl)cc(C(Cl)(Cl)Cl)c3)ccc2c1OC,0.972
MOL_02_009310,OC(O)(O)Oc1ccc(OC(O)(O)O)c(OC(O)(O)O)c1OC(O)(O)O,0.972
MOL_02_024263,Cn1nccc1-c1ccc([C@H](O)N[C@@H]2C[NH2+]CC[C@H]2c2cc(Cl)cc(Cl)c2)c(Cl)c1,0.972
MOL_02_009694,CCc1c(N)ncnc1N1CCC(c2nc(-c3cncc(C(Cl)(Cl)Cl)c3)cn2CC[NH+]2CCC2)CC1,0.972
MOL_02_045712,O=c1cc(N2CCOCC2)nc(C[C@H](O)N2CCc3c2ccc(Cl)c3Cl)[nH]1,0.972
MOL_02_007909,CO[C@H](O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@H]1O)[C@]1(C)[C@H](O)[C@H](O)C[C@H](C)[C@H]1C[C@H]3O[C@@H](O)[C@@H](O[C@H](O)C[C@H](C)C(C)(C)O)[C@H]42,0.972
MOL_02_003848,COc1ccc([C@@]23c4ccccc4[C@@H](O)N2CC[N@@H+]3[C@H]([O-])c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,0.972
MOL_02_004146,Cc1ccc(OC[C@H](O)Nc2nnc(-c3cc(C(C)C)c(O)cc3O)n2-c2ccc3c(ccn3C)c2)cc1,0.972
MOL_02_002346,NC(O)(O)c1ccc(N[C@H](O)Nc2cccc(C(Cl)(Cl)Cl)c2Cl)cc1,0.972
MOL_02_005340,COc1cc2c(C(O)O)cnc([C@H](O)c3cc(OC(C)C)ccc3Cl)c2cc1OC,0.972
MOL_02_004725,Cn1cnnc1-c1cc(Oc2ccc(N[C@H](O)Nc3cccc(C(Cl)(Cl)Cl)c3)cc2Cl)ccn1,0.972
MOL_02_009042,O=c1cc(N2CCOCC2)nc(C[C@H](O)N2CCc3cc(Cl)c(Cl)cc32)[nH]1,0.972
MOL_02_010055,Cc1ccc(C2(N[C@H](O)c3cc(-c4c(Cl)cnn4C)co3)CC[NH2+]CC2)cc1C,0.972
MOL_02_009498,CO[C@H](O)CCc1ccc2nn3cc(-c4ccccc4)c(-c4ccc(C5([NH3+])CCC5)cc4)nc3c2c1,0.972
MOL_02_003357,CC(O)(O)c1ccc(OCCC(Cl)(Cl)Cl)c([C@H](O)N2Cc3cc(C(Cl)(Cl)Cl)cnc3C2)c1,0.972
MOL_02_009076,CC1(C)CN([C@H](O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2cccc(Cl)c21,0.972
MOL_02_009834,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)cc4)cn3CC[NH+]3CCCC3)CC2)c1Cl,0.972
MOL_02_000865,C[C@H](O)[NH2+][C@H](C)c1ccc(O[C@@H]2CCN(c3cc(C(Cl)(Cl)Cl)ccn3)C2)cc1,0.972
MOL_02_009206,C[NH2+]CCn1cc(-c2ccc(Cl)c(C)c2)[nH+]c1C1CCN(c2ncnc(N)c2CN)CC1,0.972
