title,SMILES,DOCKING_SCORE
611,NS(=O)(=O)c1ccc(NC2=C(CO)c3ccccc3C2=O)cc1,-6.238
291,COc1cc(NC(=O)C(=O)c2ccccc2)ccc1S(N)(=O)=O,-6.223
83,NS(=O)(=O)[C@@H]1CCCNC(=O)[C@@]2(C[C@@H]1Cl)C(=O)c1ccccc12,-6.222
686,O=[SH](=O)c1ccc([N-]C2=C[C@@H](c3ccccc3)C=C2CO)cc1,-6.216
418,NS(=O)(=O)c1ccc(Nc2ccn(-c3ccccc3)c2O)cc1Cl,-6.214
782,COc1cc(N2CC=C(c3ccccc3)C2=O)ccc1S(N)(=O)=O,-6.214
214,NS(=O)(=O)[C@@H]1CC[C@H](O)NC(=S)C(=O)c2ccccc2C1=O,-6.209
421,N[S@](=O)c1cccc(NC2=[NH+]C(=O)c3ccccc3C2)c1C(=O)[O-],-6.196
172,NS(=O)(=O)N1CC[C@@H](NC(=O)c2sc3sccc3c2O)C1,-6.196
245,Nc1cc(/[NH+]=C2/C=C(O)c3ccccc3C2=O)cc([N+](=O)[O-])c1,-6.196
49,NS(=O)(=O)c1ccc(/[NH+]=C2/C=C(O)c3ccccc3C2=O)cc1Cl,-6.194
161,NS(=O)(=O)N1CCNN2C/C=C(/C1)C(=O)c1ccsc1C2=O,-6.19
589,NS(=O)(=O)c1ccc(NC2=C(CO)c3ccccc3C2=O)cc1F,-6.184
308,NS(=O)(=O)[C@@H]1CCCNC(=O)[C@]2(CC1)C(=O)Cc1ccccc12,-6.179
317,NS(=O)(=O)c1ccc(NC2=C(C(=O)c3ccccc3Cl)C2)cc1,-6.167
559,NS(=O)(=O)[N-]c1ccc(N=c2c(=O)c3ccccc3c2=O)cc1Cl,-6.165
209,N[S@](=O)[C@@H]1CCCCN[C@@H]2CN(CC(=O)c3ccccc3C2=O)C1,-6.158
239,NC(=O)c1cccc(NC(=O)/N=C2\Oc3ccccc3C2=O)c1Cl,-6.149
688,NS(=O)(=O)Nc1ccc(N2CCC(=O)c3ccccc3C2=O)cc1,-6.149
170,NS(=O)(=O)c1ccc(NC(=O)C(=O)c2ccccc2CO)cc1,-6.135
310,NS(=O)(=O)N1CCN(C2=[NH+]CC(=O)c3ccccc3[C@H]2c2ccccc2)[C@H](CO)C1,-6.121
402,NS(=O)(=O)Nc1ccc(N2CCC(=O)c3ccccc3C2=O)cc1,-6.12
165,NS(=O)(=O)c1ccc(Nc2cc(O)c3ccccc3c2)cc1F,-6.117
272,NS(=O)(=O)c1ccc(NC(=O)CC(=O)C2CC2)cc1OC(F)F,-6.116
102,NS(=O)(=O)[C@@H]1CCCNC(=O)[C@]2(CC1)C(=O)c1ccccc12,-6.112
600,CS(=O)(=O)c1ccc(N=C[C@@H](O)C(=O)[C@@H]2CC2=O)cc1Cl,-6.108
455,NS(=O)(=O)c1ccc(NCC2=C(c3ccccc3)CC2=O)cc1Cl,-6.108
772,[NH-]S(=O)(=O)N1CCN(CN2CCC(=O)c3ccccc3C2=O)C1=O,-6.095
794,NS(=O)(=O)c1ccc(NC(=O)C(=O)c2ccccc2Cl)cc1F,-6.093
433,C[C@@H]1C[C@@]2(C(=O)NCCC[C@H]1S(N)(=O)=O)C(=O)c1ccccc12,-6.081
380,NS(=O)(=O)c1ccc(NC(=O)[C@]2(O)c3ccsc32)cc1,-6.08
708,NS(=O)(=O)c1ccc(N2CC=C([N+](=O)c3ccccc3)C2=O)cc1,-6.078
485,NS(=O)(=O)c1ccc(NNC(=O)c2cc3ccccc3[nH]c2=O)cc1Cl,-6.078
178,NS(=O)(=O)[C@@H]1CCCNC(=O)[C@@H](c2ccccc2)C[C@H]1[N+](=O)[O-],-6.077
205,NS(=O)(=O)Nc1ccc(NC[C@@H]2CC(=O)c3ccccc3C2=O)cc1,-6.077
695,NS(=O)(=O)c1ccc(Nc2cc(O)c3ccccc3c2)cc1,-6.075
258,NS(=O)(=O)C1CN(C(=O)N2CC(=O)c3ccccc3C2=O)C1,-6.073
553,NS(=O)(=O)c1ccc(Nc2cc(=O)oc3ccsc23)cc1Cl,-6.071
483,NS(=O)(=O)c1ccc(/N=C2\NCC(=O)c3ccccc3C2=O)cc1,-6.066
626,Cc1c(Nc2ccc(S(N)(=O)=O)c(Cl)c2)cc(O)c2ccccc12,-6.063
305,NS(=O)(=O)c1ccc(NC(=O)C(=O)c2ccsc2Cl)cc1,-6.056
284,NS(=O)(=O)c1ccc(N=C=C(O)c2ccc3ccccc3c2)cc1,-6.048
723,NS(=O)(=O)Oc1ccc(NC(=O)C(=O)Oc2ccccc2CO)cc1,-6.045
353,NS(=O)(=O)[C@H]1CCN(/C([O-])=C2\Cc3ccccc3C2=O)C1,-6.044
388,NS(=O)(=O)c1ccc(NC2=CC(=O)c3ccccc32)cc1,-6.043
82,NS(=O)(=O)c1ccc(NC2=C(C(=O)[O-])c3sccc3C2)cc1,-6.027
576,NS(=O)(=O)c1ccc(N[C@@H]2CCC(=O)c3ccccc3C2=O)cn1,-6.018
71,NS(=O)(=O)Cc1ccc(N2CCC(=O)c3ccccc3C2=O)cc1,-6.014
594,NS(=O)(=O)c1ccc(NC2=C(c3ccccc3)CN2C=O)cc1Cl,-6.011
10,NS(=O)(=O)c1ccc(/[NH+]=C2/C=C(O)c3ccccc3C2=O)cc1,-6.009
125,NS(=O)(=O)c1ccc(/[NH+]=C2/C=C(O)c3ccccc3C2=O)cc1,-6.009
716,NS(=O)(=O)c1ccc(Nc2ccc3ccccc3c(=O)c2)cc1,-6.006
61,NS(=O)(=O)c1ccc(N2CCC(=O)c3ccccc3C2=O)cc1F,-6.005
808,NS(=O)(=O)c1ccc(N2C/C=C\C(=O)c3ccsc3C2=O)cc1,-5.999
114,NS(=O)(=O)c1ccc(NC2=C(c3ccccc3F)CN2C=O)cc1,-5.994
771,NS(=O)(=O)c1ccc(NC2=C(C(=O)[O-])Cc3ccsc3O2)cc1,-5.987
215,NS(=O)(=O)c1ccc(NC(=O)C(=O)c2ccccc2[N+](=O)[O-])s1,-5.982
392,O=C1CN/C(=N/c2ccc([SH](=O)=O)c(F)c2)Cc2ccccc21,-5.975
422,O=C(CNC(=S)Nc1ccc([SH](=O)=O)cc1)c1ccccc1C(=O)c1ccccc1,-5.974
373,NS(=O)(=O)c1ccc(N2CCC(=O)c3ccccc3C2=O)cc1Cl,-5.973
196,NS(=O)(=O)c1ccc(Nc2csc(=O)c3ccccc3c2=O)cc1,-5.973
536,NS(=O)(=O)c1ccc(NC(=O)C(=O)c2ccccc2Cl)cc1Br,-5.971
521,Cc1oc2ccccc2c(=O)c1CNc1ccc(C(=O)C(N)=O)cc1,-5.97
379,NS(=O)(=O)c1ccc(NC2=CC(O)=C2)cc1[C@@H]1CO1,-5.969
120,NS(=O)(=O)N1CCN(C2=NCC(=O)c3ccccc3C2=O)C1,-5.967
474,NS(=O)(=O)c1ccc(N2CC(=O)c3ccccc3C2=O)cc1Br,-5.956
355,NS(=O)(=O)c1ccc(Nc2cc(=O)c3ccccc3s2)cc1,-5.955
668,NS(=O)(=O)c1ccc(NC2=NCC(=O)c3ccccc3S2)cc1,-5.953
192,NC(=O)[C@@H]1CCCC[NH2+][C@]2(C[C@H]1Br)NCC(=O)[C@@H]1CCCC[C@@H]1CC2=O,-5.949
537,NS(=O)(=O)c1ccc(NCC2=CC(=O)c3ccsc3C2=O)cc1Cl,-5.948
360,NS(=O)(=O)[C@@H]1CCCNC(=O)[C@@]2(NC1)C(=O)c1ccccc12,-5.933
526,NS(=O)(=O)[C@@H]1CCCNc2cc3sccc3c(O)c2C[C@H]1F,-5.929
147,[NH3+]C/C([O-])=C1\CC[C@H](O)NC(=O)NCC(=O)c2ccccc2C1=O,-5.927
540,NS(=O)(=O)[C@@H]1CCC[NH2+][C@]2(CC1)CC(=O)c1ccccc1C2=O,-5.922
54,NS(=O)(=O)c1ccc(N2C(=O)C(=O)c3ccccc3C2=O)cc1,-5.919
558,NS(=O)(=O)c1ccc(NC(=O)C(=O)c2ccccc2CO)cc1F,-5.912
68,NS(=O)(=O)c1ccc(NC2=C[C@@H](c3ccccc3)N2C=O)cc1F,-5.91
651,NS(=O)(=O)[C@@H]1CCCN2C(=COc3ccc4ccccc4c32)CC1,-5.91
241,NS(=O)(=O)c1ccc(N2CCN(C=O)c3ccccc3C2=O)cc1,-5.901
15,C[C@H]1CC[C@@H](S(N)(=O)=O)C(=O)c2ccccc2C(=O)C(=O)N1,-5.9
520,Cn1c(Nc2ccc(NS(N)(=O)=O)c(Cl)c2)cc(=O)c2ccsc21,-5.893
264,NS(=O)(=O)[C@H]1CCN(N2CC=C(c3ccccc3F)CC2=O)C1,-5.883
26,NS(=O)(=O)c1ccc(NC(=O)C(=O)c2ccccc2C(=O)[O-])cc1,-5.883
389,NS(=O)(=O)c1ccc(NC(=O)[C@]2(O)C(=O)c3ccccc32)cn1,-5.882
233,NS(=O)(=O)c1ccc(N2CC=C(C(=O)c3ccsc3Cl)C2=O)cc1,-5.875
263,NS(=O)(=O)c1ccc(NC(=O)[C@]2(O)C(=O)c3ccccc32)cc1,-5.864
638,NS(=O)(=O)c1ccc(N2C=C3C[C@@H]3[C@H](C(=O)[O-])CC2)cc1Cl,-5.864
685,COc1cc(N2CC(=O)c3ccccc3C2=O)ccc1S(N)(=O)=O,-5.859
262,NS(=O)(=O)[C@@H]1CCC/N=C2/C[C@H](CC1)C(=O)c1cccnc1C2=O,-5.858
787,NS(=O)(=O)c1ccc(C/N=C2\C=C(O)c3ccccc3C2=O)cc1,-5.857
470,Nc1ccc(S(N)(=O)=O)c(=O)s1,-5.857
785,NS(=O)(=O)[C@@H]1CC[C@H]([NH3+])NC(=O)C(=O)c2ccccc2C1=O,-5.855
789,NS(=O)(=O)c1ccc(N2CCC(=O)c3ccccc3C2=S)cc1,-5.853
508,NS(=O)(=O)c1ccc(NCC2=C([O-])c3ccccc3C2=O)cc1,-5.845
676,NS(=O)(=O)c1ccc(NC2=C[S@](=O)c3ccccc3C2=O)cc1,-5.844
123,CS(=O)(=O)c1ccc(NC(=O)Cc2cnc3ccccc3c2)cc1Cl,-5.841
352,NS(=O)(=O)[C@@H]1CCCNC(=O)[C@@]2(CSCc3ccccc32)C[C@@H]1Cl,-5.834
609,NS(=O)(=O)c1ccc(N/N=C/C(=O)c2ccc3ccccc3c2)cc1,-5.82
798,NS(=O)(=O)c1ccc(N2CCC(=O)c3ccccc3C2=O)cc1Br,-5.801
348,NS(=O)(=O)c1ccc(NC2=Nc3ccccc3NC(O)=C2)cc1,-5.788
4,NS(=O)(=O)c1ccc(N[C@@H]2CC(=O)c3ccccc32)cc1[N+](=O)[O-],-5.788
414,N[S@](=O)c1ccc(C(=O)NC2=C([O-])c3ccccc3C2=O)cc1,-5.787
819,NS(=O)(=O)c1ccc(N2CCC(=O)c3ccccc3C2=O)cc1O,-5.786
374,NS(=O)(=O)c1ccc(NC2=C(C(=O)[O-])c3ccccc32)cc1,-5.786
377,NS(=O)(=O)c1ccc(NC(=O)CC(=O)c2ccccc2)cc1O,-5.781
94,NS(=O)(=O)c1ccc([N-]C2=C[C@@H](O)c3ccccc3C2=O)cc1F,-5.78
365,[H]/N=C1\OC[C@@]1(C(=O)Nc1ccc(S(N)(=O)=O)cc1)c1ccccc1,-5.779
645,CS[C@H]1CC[C@@H](S(N)(=O)=O)C(=O)c2ccccc2C(=O)C(=O)N1,-5.774
321,NS(=O)(=O)[C@@H]1CCCNC2=C[C@@H](c3ccccc3)C=C/C2=C\1[O-],-5.764
614,NS(=O)(=O)[C@@]1(F)NC2=C(CO1)C(=O)c1ccccc1C2=O,-5.755
821,NS(=O)(=O)c1cc(/[NH+]=C2/C=C(O)c3ccccc3C2=O)ccc1Cl,-5.751
88,NS(=O)(=O)c1ccc(NN2CC=C(c3ccccc3)C2=O)cc1,-5.75
680,[NH3+]Cc1ccc(O)cc1NC(=O)NC(=O)c1ccccc1C(=O)[O-],-5.745
746,NS(=O)(=O)[C@H]1C[C@H]2[C@H]3CCC[C@H](Cl)CCC3=NC(=O)N2C1,-5.738
615,NS(=O)(=O)c1ccc(NC(=O)C(=O)c2ccccc2)cc1,-5.732
496,NS(=O)(=O)c1ccc(N2CCS(=O)(=O)c3ccccc3N2)cc1,-5.732
176,Cc1cc(NC(=O)C(=O)c2ccccc2Cl)ccc1S(N)(=O)=O,-5.724
647,N[C-](c1ccc(N[C@@H]2CC(=O)c3ccccc3C2=O)cc1Cl)[N+](=O)[O-],-5.719
673,NS(=O)(=O)c1ccc(NC2=C[C@@H](c3ccccc3)NC2=O)cc1F,-5.718
288,NS(=O)(=O)c1ccc(N[C@@H]2CC(=O)c3ccccc3C2)cc1,-5.714
486,NS(=O)(=O)c1ccc(N/N=C2/CC(=O)c3ccccc3C2=O)cc1,-5.712
296,NS(=O)(=O)c1ccc(N2CCN(C(=O)c3ccccc3)[C@H]2F)cc1,-5.71
140,NS(=O)(=O)c1ccc(NC2=CC(c3ccccc3)=C2CO)cc1,-5.704
267,Cc1cc([N-]C2=C[C@@H](c3ccccc3)C2=O)ccc1S(N)(=O)=O,-5.702
700,NS(=O)(=O)[C@H]1CN[C@@H]2CC[C@H](C1)C(=O)c1ccccc1C2=O,-5.697
796,NS(=O)(=O)c1ccc(NC2=CSc3ccccc3C([O-])=C2)cc1Cl,-5.696
447,NC(=O)c1ccc(C(=O)N[C@@H]2CC(=O)c3ccccc3C2=O)cc1,-5.695
625,CC1=CC[C@@H](Nc2ccc(S(N)(=O)=O)cc2)C(=O)c2ccccc21,-5.691
707,NS(=O)(=O)c1ccc(Nc2c(-c3ccc4ccccc4c3)c2=O)cc1,-5.686
556,NS(=O)(=O)c1cccc(NC2=CC(=O)Cc3ccccc3C2=O)c1,-5.686
571,NS(=O)(=O)[C@@H]1CCCN2C(=O)c3ccccc3[C@@H](C[C@H]1Cl)C2=O,-5.667
440,NS(=O)(=O)c1ccc(NCc2cc(=O)oc3ccccc3c2=O)cc1,-5.66
665,NS(=O)(=O)[C@@H]1CCC/[NH+]=C2\Oc3sccc3C(O)=C2C[C@H]1F,-5.659
588,NS(=O)(=O)c1ccc(NC(=O)[C@@]2(c3ccccc3)C=C2O)cc1,-5.657
270,NS(=O)(=O)[C@@H]1CCCNC2=C[C@@H](C[C@@H]1Cl)C(=O)c1ccsc12,-5.654
340,NS(=O)(=O)c1ccc(NC(=O)c2c(-c3ccsc3F)c2=O)s1,-5.65
19,NS(=O)(=O)c1ccc(/N=C2\C=C([O-])c3ccsc3C2=O)cc1F,-5.646
44,NS(=O)(=O)c1ccc(NC(=O)COc2ccccc2)cc1[N+](=O)[O-],-5.641
411,NS(=O)(=O)[C@@H]1CCCNC(=O)[C@@]2(COCc3ccccc32)C[C@@H]1Cl,-5.639
219,NS(=O)(=O)c1ccc(NC2=NCC(=O)c3ccccc3O2)cc1Br,-5.636
817,NS(=O)(=O)N[C@H]1CCN(C(=O)CS(=O)(=O)[C@@H]2CCOC2)C1,-5.635
756,NS(=O)(=O)c1ccc(NC2=NCC(=O)c3ccsc3S2)cc1Cl,-5.632
722,N[S@](=O)c1ccc(-c2c[nH]c(CNC(=O)c3ccccc3)cc2=O)cc1,-5.63
709,NS(=O)(=O)c1ccc(NC2=CC(=O)Nc3ccccc3S2)cc1Cl,-5.627
662,NS(=O)(=O)c1ccc(N2CCC(=O)c3ccccc3C2=O)cc1,-5.621
515,COc1cc(NC(=O)/C=C2/Cc3ccccc32)ccc1S(N)(=O)=O,-5.614
324,NS(=O)(=O)c1ccc(NC(=O)C(=O)N2CCc3ccncc32)cc1,-5.607
301,NS(=O)(=O)c1ccc(N2CCC(=O)c3ccccc3C2=O)cc1,-5.595
555,NS(=O)(=O)Nc1ccc(NCC2=C(c3ccccc3)CC2=O)cc1,-5.593
131,NS(=O)(=O)c1ccc(NCC2=CC(=O)c3ccccc3C2=O)cc1,-5.585
550,CO[C@@H]1CC2=C(O)c3ccccc3/C2=[NH+]\CCC[C@H]1S(N)(=O)=O,-5.581
394,Nc1cc(O)cc(Oc2ccc(N=C[C@@H](Br)c3ccccc3)cc2Cl)c1,-5.57
809,NS(=O)(=O)c1ccc([N-]C2=C[C@@H](c3ccccc3)C2=O)cc1F,-5.566
191,NS(=O)(=O)[C@H]1CN(C2=NCC(=O)c3ccccc3C2=O)C1=O,-5.55
527,NS(=O)(=O)c1ccc([N-]C2=C[C@@H](C(=O)c3ccsc3[O-])C2)cc1,-5.531
592,O=C1CN(C(=O)c2ccc(O[N+](=O)[O-])cc2)C(=O)c2ccccc21,-5.528
52,NS(=O)(=O)c1ccc([N-]C2=C[C@@H](O)c3ccccc3C2=O)cc1,-5.526
