DrugGEN_MOL_ID,SMILES
CDK2_02_001515,CCC(Nc1nc(NCc2cccc(N)c2)c2ncn(C(C)C)c2n1)C(C)O
CDK2_02_000543,CC(C)c1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)cc3)cc(NC3CCC(N)CC3)nc12
CDK2_01_005127,NCC(O)CNC(=O)c1cccc(-c2ccc(F)c3cc(Cc4cccc(C(F)(F)F)c4)sc23)c1
CDK2_02_000258,CCn1cnc2c(NCc3nc4ccc(F)c(F)c4[nH]3)nc(N3CCCCC3CCO)nc21
CDK2_01_006608,COc1ccc(CNc2nc(NCCO)nc3c2ncn3C(C)C)cc1
CDK2_01_000872,Oc1cc(C(O)NCCNCC(O)C(F)(F)F)nc2c1c(-c1ccccc1)c(O)n2Cc1ccccc1
CDK2_02_000021,CC(C)C(CO)Nc1nc(NCc2cccc(O)c2)c2ncn(C(C)C)c2n1
CDK2_02_000613,CCC(Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O
CDK2_02_000390,Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(OCC(O)CN(C)C)cc2)n1
CDK2_02_000288,CC(O)CNc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
CDK2_02_000210,CC(C)C(CO)Nc1nc(Nc2cccc(N)c2)c2ncn(C(C)C)c2n1
CDK2_01_001468,Cc1cc(-c2ccnc(Nc3cnc4c(c3)CNC4)n2)cnc1N1CCC(F)C1
CDK2_02_000727,CC(C)NC(=O)N1CCc2[nH]nc(NC(=O)c3ccc4c(c3)OCO4)c2C1
CDK2_02_001272,CNC(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
CDK2_02_000883,CC(O)C(C)Oc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F
CDK2_01_003983,CCOc1ccc(-n2nnc(-c3ccccc3NC(O)c3ccc(NO)cc3)n2)cc1
CDK2_02_000397,c1ccc(Nc2ncc3c(n2)CCc2cnc(Nc4ccccc4)nc2-3)cc1
CDK2_01_006662,CCCc1cccc(-c2cc(NC(=O)C3CNC(O)C3)nnc2C(F)(F)F)c1
CDK2_01_005374,Cc1cncc(-n2ncc3ccc(-c4cccc(NC(C)O)c4)cc32)n1
CDK2_01_007623,NC(=O)C(CCCNC(N)N)NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(N)cc1N
CDK2_01_007227,CCCC(=O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1
CDK2_02_000612,COc1ccc2cnc(Nc3ccc(N4CCC(N)C4)cc3)nc2c1C1CCCC1
CDK2_02_001490,CC(C)c1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)cc3)cc(OC3CCC(N)CC3)nc12
CDK2_01_006887,CNc1ccc(-c2cccc(C)c2-c2cc(NC)c(NC)c(NC)c2)cc1O
CDK2_02_001270,CCN(CC)Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1
CDK2_02_000668,CCS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
CDK2_01_004158,O=C(c1ccc2nc(NC(O)C(F)(F)F)cn2c1)c1ccc2ccccc2n1
CDK2_02_000206,CCC(Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)C
CDK2_02_001438,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(N)c(S(=O)(=O)NC)c4)n3)ccn2)cc1
CDK2_02_000398,CCC(Nc1nc(NCc2cccnc2)c2ncn(CC3CC3)c2n1)C(C)O
CDK2_02_001329,NC(=O)c1ccc(CC(=O)Nc2cc(C3CC3)[nH]n2)cc1
CDK2_02_001000,CCC(CO)Nc1nc(NCc2ccccc2)c2ncc(C(C)C)n2n1
CDK2_02_000525,Cc1cnn2c(NCc3ccncc3)cc(-c3ccccc3F)nc12
CDK2_02_001516,COCC(C)Oc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F
CDK2_02_000286,CC(O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
CDK2_02_000515,O=C1Nc2ccc(F)c3c(SC4CCNC4)cc(-c4ccccn4)c1c23
CDK2_02_000623,Nc1ccccc1Nc1nc(Nc2ccc3[nH]cnc3c2)ncc1C(F)(F)F
CDK2_02_000064,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(C)c(S(=O)(=O)NC)c4)n3)ccn2)cc1
CDK2_01_000471,Cc1c(N)nc(N)nc1NC(C)c1c2cccc(N)c2c(O)n1-c1ccc(N)nc1
CDK2_01_002999,CN(C)CCN1C(=O)c2cccc3cc(NCc4cccs4)cc(c23)C1O
CDK2_02_000979,CCC(Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(F)(F)F
CDK2_02_000414,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCCO)nc21
CDK2_01_004030,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(CCO)CC3)n2)on1
CDK2_02_000167,NS(=O)(=O)c1cccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)c1
CDK2_02_000789,CS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
CDK2_02_000690,CC(C)n1cnc2c(NC3CCCC3)nc(NCCCO)nc21
CDK2_01_009250,NC(CO)Cc1cn(-c2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)c2ccccc12
CDK2_01_001475,CC(N)CCc1[nH]c2ccccc2c1C(N)c1cc(N)c(N)c(N)c1
CDK2_02_000598,Cc1cnn2c(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)cc(NC3CCC(N)CC3)nc12
CDK2_02_001359,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(N)=O)cc3)nc1-2
CDK2_02_000011,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CCCN(C)CC4)cc3)ncc2F)n1C(C)C
CDK2_02_000347,NS(=O)(=O)c1ccc(NNc2c(O)cnc3ccc4[nH]ncc4c23)cc1
CDK2_02_000924,CC(Oc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F)C(C)(C)O
CDK2_02_000379,CC(C)C(CO)Nc1nc(Nc2ccc(C(=O)O)c(N)c2)c2ncn(C(C)C)c2n1
CDK2_02_000926,CCC(Nc1nc(NCc2cc(C)nc(C)c2)c2ncn(C(C)C)c2n1)C(C)O
CDK2_02_000524,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(N)cc3)nc1-2
CDK2_01_000530,CCc1nn(-c2c(N)cc(N)cc2N)c2nc(Cc3cccc(N)c3C)nc(O)c12
CDK2_02_000224,Nc1cnn2c(NCc3cccnc3)cc(-c3ccccc3F)nc12
CDK2_02_001476,Cc1nc(N(C)C)sc1-c1ccnc(Nc2cccc(NO)c2)n1
CDK2_01_004824,Cc1nc(O)c2sc3nc4ccccc4n3c2n1
CDK2_02_001463,Cc1c(Nc2ncc(N)c(-c3cnc4ccccn34)n2)cnn1C1CCNCC1
CDK2_02_000683,Fc1cnn2c(NCc3ccncc3)cc(-c3ccccc3)nc12
CDK2_02_000976,CC(O)C(C)Oc1nc(Nc2ccc(S(=O)(=O)C3CC3)cc2)ncc1C(F)(F)F
CDK2_02_000968,Cc1nc2ccc(-c3ccnc4[nH]c(C5CCN(CC(=O)N(C)C)CC5)cc34)cc2n1C(C)C
CDK2_01_000083,N=C(N)C1CCCC(CCCC(c2ccccc2)c2c(O)cccc2O)C1
CDK2_02_001323,CCC(Nc1nc(NCC2CC2)c2ncn(C(C)C)c2n1)C(C)O
CDK2_02_001459,CC1(C)c2cnc(Nc3ccccc3)nc2N(C2CCc3c(O)cccc32)C1O
CDK2_02_000227,NC(=O)c1nn(-c2ccc(N)cc2)c2c1ccc1[nH]ncc12
CDK2_02_001167,CCC(Nc1nc(NCc2ccncc2)c2ncn(C(C)C)c2n1)C(C)O
CDK2_02_001043,CC(C)c1cnn2c(NCc3ccc(N)cc3)nc(NC(CO)C(C)C)nc12
CDK2_02_000631,OCc1cccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)c1
CDK2_02_000380,CN(C)C(O)c1ccc(Nc2ncc(C(F)(F)F)c(NC3CCC(N)CC3)n2)cc1
CDK2_02_000737,O=C(Cc1ccc(OCCN2CCCC2)cc1)Nc1cc(C2CC2)[nH]n1
CDK2_02_001324,Cc1cnn2c(NCc3cccnc3)cc(N3CCN(C)CC3)nc12
CDK2_01_009132,CCNC(N)C1CC(C(N)(N)c2cccc(P(=O)(O)O)c2)c2cc(C=C(N)NC)ccc2N1
CDK2_01_007253,Nc1nc(C(=O)NC(N)N)c(N)nc1Nc1ccccn1
CDK2_02_000723,NC1CCC(Nc2nc(Nc3ccccc3)c3ncn(C4CCCC4)c3n2)CC1
CDK2_02_001286,O=C(Nc1cc(C2CC2)[nH]n1)C(F)c1ccccc1
CDK2_02_000764,Cc1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)c(N)c3)cc(NC3CCC(N)CC3)nc12
CDK2_01_009161,Cc1ccc(Nc2nc(NC3CCOCC3N)ncc2C(N)=O)cc1
CDK2_02_000310,CCCS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(OC(C)C(C)(C)O)n2)cc1
CDK2_01_003869,CNc1nc(C2CC2)c(-c2ccnc(Nc3cccc(N4CCCNCC4)c3)n2)s1
CDK2_02_000225,NCCCc1cc(-c2ccccn2)c2c3c(ccc(F)c13)NC2O
CDK2_02_000658,CS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(OCCC(F)(F)F)n2)cc1
CDK2_02_000890,CN(C)C(O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
CDK2_01_003340,NCC1NC(c2ccc(N)c(Cc3ccc4c(c3)CCC4)c2)C(N)C(N)C1N
CDK2_01_007914,CNCC(N)Cc1cccc2ccc(NCCCCNc3ccc4cccc(CCOC(C)N)c4c3)cc12
CDK2_01_004567,CC(CO)Nc1cc(NCc2ccccc2)c2ncn(C(C)C)c2c1
CDK2_01_003881,CNc1cc2c(c(NC)c1NC)-c1cc3ccn(C)c3cc1C(N)CC2
CDK2_02_000578,COc1ccc(Nc2ncc3ccnc(-c4cnn(C)c4)c3n2)cc1
CDK2_01_009501,Oc1c(C(O)NCc2ccc(F)cc2)nc2nc3ccccc3n2c1O
CDK2_02_001169,c1ccc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)cc1
CDK2_02_000109,Nc1cc(Nc2cc(NC3CCC(N)CC3)nc3ccnn23)ccc1F
CDK2_01_003229,NCCc1c[nH]c2ccc(CCC3NC(=O)N(Cc4ccccc4)C3O)cc12
CDK2_02_000829,CC(C)COc1cc(Nc2ccc(S(=O)(=O)N(C)C)cc2)n2ncc(C(C)C)c2n1
CDK2_01_004054,Cc1cnc2c(NCCN)nc3cc(-c4ccc(CO)cc4)sc3n12
CDK2_02_000622,CC(C)c1cnn2c(Nc3ccc(S(C)(=O)=O)cc3)cc(N)nc12
CDK2_01_008648,COCCCNc1nc(Nc2ccc(F)cc2)c2c[nH]nc2n1
CDK2_01_007861,CN1CCN(CCNc2nc3cc(N)ccc3c3c2C(O)c2ccccc2-3)CC1
CDK2_01_004628,CNc1cc2ccccc2cc1C(N)CC(O)Cc1cccc(C(N)N)c1
CDK2_02_000802,c1csc(CNc2nc(OCC3CCCCC3)c3[nH]cnc3n2)c1
CDK2_02_000667,Cc1cc(N)c(-c2nc3ccnc(Nc4cc(C)ncn4)c3s2)c(N)c1
CDK2_01_000578,CNc1ncc2c(-c3ccc(-c4cccc(C)c4O)cc3N)c(O)n(CC3CCNCC3(F)F)c2n1
CDK2_01_009645,Cc1ccccc1-c1c2c(nn1C)CCc1cnc(Nc3ccc(OC4CCN(C)CC4)cc3N)nc1-2
CDK2_02_000285,CCn1cnc2c(Nc3cccc(N)c3)nc(NC3CCCCC3N)nc21
CDK2_02_000775,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(=O)N4CCNCC4)cc3)nc1-2
CDK2_02_000269,Oc1ccc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc2c1C1CCCC1
CDK2_02_000530,Cc1cnn2c(NCc3ccncc3)cc(-c3ccccc3)nc12
CDK2_02_001165,NCCS(=O)(=O)c1cc(-c2ccccn2)c2c3c(ccc(F)c13)NC2O
CDK2_01_009003,CC(NC(=S)Nc1ccc(N)c(NO)c1)c1ccccc1
CDK2_02_001095,CCC(Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C
CDK2_02_001237,O=C(Cc1ccccc1)Nc1cc(C2CC2)[nH]n1
CDK2_02_000412,COc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1OC
CDK2_02_001523,C[SH](O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
CDK2_01_006378,COc1nc(C(F)F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
CDK2_02_000715,CCN(c1cc(Nc2ccc(OCC(O)CN(C)C)cc2)ncn1)c1cc(C)ccc1N
CDK2_01_006286,NC(CCc1ccccc1O)c1ccc(O)cc1O
CDK2_01_005497,NC1CCC(CNc2nccc(Nc3cc(C(F)(F)F)ccn3)n2)CC1
CDK2_02_001205,CCN(CC)C(O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
CDK2_01_000988,NCc1ccc2cccc(O)c2n1
CDK2_01_008449,Nc1nc(O)c2ncn(CCN(CCOCP(=O)(O)O)CCP(=O)(O)O)c2n1
CDK2_01_006546,ONc1cccc(C(O)Nc2ccccc2C(O)NCc2cccnc2)c1
CDK2_02_001426,CCc1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
CDK2_02_000274,CCNC(=O)N1CCC(Nc2ncc(N)c(-c3cnc4ccccn34)n2)CC1
CDK2_01_001088,Nc1ccc(NC(=O)c2ccnn2CCc2cccnc2)cc1
CDK2_02_000945,Cc1cc(O)c2nc(-c3ccc(N)c(N)c3)c(N)c(N)c2c1
CDK2_02_000177,Cc1ccc(-n2nc(C(N)=O)c3ccc4[nH]ncc4c32)cc1
CDK2_02_000036,O=C(NC1CCNCC1)c1[nH]ncc1NC(=O)c1c(F)cc(F)cc1F
CDK2_02_001446,CC(O)C(C)Oc1nc(Nc2ccc(S(=O)(=O)c3ccccc3)cc2)ncc1C(F)(F)F
CDK2_02_000773,Cc1ncc(-c2nc(Nc3ccc(N4CC(NC(C)O)C4)cc3)ncc2F)n1C(C)C
CDK2_01_001488,CCC(CC)n1ncc2c(O)nc(CC3CCCCC3)nc21
CDK2_02_000617,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
CDK2_01_000640,NC(N)CC1C(=S)SC(Cc2ccc(NCc3ccccc3)c(NCc3ccccc3)c2)C1N
CDK2_01_005665,Cc1ccc2[nH]c(-c3ccc(N)c(CC(N)c4cc5ccccc5[nH]4)c3)cc2c1
CDK2_02_000711,Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)ncc2F)n1C(C)C
CDK2_02_001060,NCCOc1cc(-c2ccccn2)c2c3c(ccc(F)c13)NC2O
CDK2_02_001439,CCn1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc21
CDK2_02_000681,Nc1ccccc1Nc1cc(NC2CCC(N)CC2)nc2ccnn12
CDK2_02_000741,O=C(NC1CCNCC1)c1[nH]ncc1NC(=O)c1c(F)cccc1F
CDK2_01_004911,Nc1ccc(CNc2cccc(CC3SC(CC(N)N)C3N)c2)c(N)c1
CDK2_02_000943,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCO5)n3)c2c1
CDK2_02_000234,Nc1cccc(C(O)Nc2cc(C3CC3)[nH]n2)c1
CDK2_02_001302,Cc1c(O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12
CDK2_01_009510,Cc1cnn2c(Nc3ccccc3)nc(N3CCCC3)nc12
CDK2_02_001212,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCCO5)n3)c2c1
CDK2_02_001377,Fc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1F
CDK2_02_000440,CCC(CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1
CDK2_01_005423,CNc1cccc2c1-c1ccc(CN=C(N)N)cc1C(c1ccc(N)c(N)c1)N2
CDK2_02_000052,NC(O)c1ccc(C(O)Nc2cc(C3CC3)[nH]n2)cc1
CDK2_02_000304,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(N)c(S(=O)(=O)N(C)C)c4)n3)ccn2)cc1
CDK2_01_009871,Cc1cc(C)cc(C(N)c2c(C(N)CCCc3ccccc3)[nH]c3ccc(N)cc23)c1
CDK2_02_001005,NCCNc1cc(-c2ccccn2)c2c3c(ccc(F)c13)NC2O
CDK2_01_007127,CNc1cccc2cc(C(N)OC(CN)CN)c(O)nc12
CDK2_02_000130,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CCC(N(C)C)C4)cc3)ncc2F)n1C(C)C
CDK2_02_001015,NCCC(=O)Nc1[nH]nc2ncc(-c3ccc(O)cc3)cc12
CDK2_02_000244,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1CC1CC1
CDK2_02_001368,CCCOc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F
CDK2_02_001225,Cc1cc(CNc2ncc(C)c(Nc3cc(C4CC4)[nH]n3)n2)on1
CDK2_02_001178,CC(=O)N1CCc2[nH]nc(NC(=O)c3ccc(F)cc3)c2C1
CDK2_01_008591,Nc1ccc(Cn2c(C(N)N)cc3c(N)cccc32)cc1N
CDK2_02_000159,CCC(Nc1nc(NCc2cccc(C)n2)c2ncn(C(C)C)c2n1)C(C)O
CDK2_02_001192,CC(C)c1cc(-c2ccnc3[nH]c(C4CCN(CC(O)N5CCCCC5)CC4)cc23)ccc1O
CDK2_02_000197,CCC(CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1
CDK2_01_006212,Nc1nc(O)c2c(n1)N(CC(CF)OCP(=O)(O)O)CN2
CDK2_02_001513,CCC(Nc1nc(NCc2cnc(C)cc2C)c2ncn(C(C)C)c2n1)C(C)O
CDK2_01_003802,COc1ccc(C(O)Cc2c(N)cncc2N)n2nc(C3(C(=O)NC(C)C)CC3)nc12
CDK2_01_002277,CCC(CN)NC(=O)c1cc(NC(=O)c2cc(-c3ncccc3F)ccc2N)n(-c2ccccc2)n1
CDK2_01_003419,Cc1cc(F)cc(-c2ccc3nc(O)n(C(C)C)c3c2)c1
CDK2_01_004388,Nc1ccc(C(N)Nc2cccc(CN3CCC(C(N)NC4CCNCC4)CC3)c2)cc1
CDK2_01_005240,Cc1ccc(CC(CC(N)c2ccccc2)C(N)CC(Cc2c[nH]c3ccccc23)C(N)N)cc1
CDK2_02_000003,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4cccc(S(=O)(=O)NC)c4)n3)ccn2)cc1
CDK2_01_007570,Nc1cccc(C(=O)Nc2ccccc2NC(=O)OCC2CCN(c3ccncc3)CC2)c1
CDK2_01_002861,Cn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CC4(CCCCN4)C3)n2)cn1
CDK2_01_004231,CNc1cc(CCCC(N)c2ccc(O)cc2O)cc2c1NCN2
CDK2_01_002219,CNC(=O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5ccccc5OC)n4n3)c(OC)c2)CC1
CDK2_01_001212,CCCNc1nc(Nc2ccc(F)cc2)c2c[nH]nc2n1
CDK2_01_001936,ONc1ccc(-c2csc(NC(O)c3ccc(Nc4ccncn4)cc3)n2)cc1
CDK2_02_000733,COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1
CDK2_01_008406,Cc1cnc(NC2CCCCC2)nc1-c1ccc(S(C)(=O)=O)cc1
CDK2_01_007484,Oc1nc2cc(NC(O)C(F)(F)F)ccc2c2ccccc12
CDK2_01_009197,Cn1cnc2c(NCCCO)nc(-c3cccc(C(=O)NCCc4cccnc4)c3)nc21
CDK2_01_003740,COc1cc(Nc2ncc3ccn(-c4cccc(C(F)(F)F)c4)c3n2)cc(OC)c1OC
CDK2_02_001502,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C
CDK2_02_000796,CC(=O)N1CCc2[nH]nc(NC(=O)c3ccc4c(c3)OCO4)c2C1
CDK2_02_000216,O=C1Nc2ccc(F)c3c(SCC4CCCN4)cc(-c4ccccn4)c1c23
CDK2_02_001448,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)ncc2F)n1C(C)C
CDK2_02_000421,CCNc1ccc2[nH]nc(NC(=O)Cc3ccccc3)c2c1
CDK2_01_001940,CNc1cc2ccnc(-c3ccc(OC(N)CCC(N)N(C)C)cc3)c2cc1NC
CDK2_01_002161,O=C1NC(=O)C(Cc2cnn3c(NC4CC4)cc(Nc4cc(F)cc(C(F)(F)F)c4)nc23)N1
CDK2_02_000548,CC(C)c1c2cc(-c3ccnc(NC4CCC(NC5CCOCC5)CC4)n3)ccc2nn1C
CDK2_02_001196,CCS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(OC(C)C(C)(C)O)n2)cc1
CDK2_02_000758,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C
CDK2_02_000089,CS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(OC3CCCCC3)n2)cc1
CDK2_01_007181,Nc1cc(C(N)N)cc2cc(-c3ccc(P(=O)(O)O)cc3)ccc12
CDK2_02_000695,CC(=O)N1CCc2[nH]nc(NC(=O)Cc3ccccc3)c2C1
CDK2_02_001238,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C
CDK2_02_000633,O=C(NC1CCCNC1)c1[nH]ncc1NC(=O)c1c(F)cccc1F
CDK2_01_004641,NCC(N)Cc1ccc2c(c1)C(N)Cc1cc(O)ccc1N2
CDK2_01_003823,CC(N)c1cc(S(=O)(=O)C(N)C2CCCC2)ccc1NCCNc1ccccc1O
CDK2_02_001450,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)nc1-2
CDK2_02_000680,Nc1cnn2c(NCc3ccncc3)cc(-c3ccccc3F)nc12
CDK2_01_003001,Nc1cc(CC(N)NCC(N)c2ccc(O)cc2)c(N)c2ccccc12
CDK2_01_000086,COc1cc2ncc3c(c(-c4ccc(C)cc4F)nn3C)c2cc1O
CDK2_02_001102,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)cc3)ncc2F)n1C(C)C
CDK2_01_003991,Cc1c2ccccc2c(O)n1CC(O)CNC(=O)C1CC(C)(C)NC1(C)C
CDK2_01_000145,CC(=O)Nc1ccc(C(=O)O)c(Nc2cccc(C(F)(F)F)c2)c1
CDK2_01_004236,Cc1c(NCc2ccc(O)c(NO)c2)sc2c1CCCC2
