MOL_01_000019,Cc1ccc(cc1)N(C2=O)C(=O)N=C(C2=3)c4c(N3)cccc4
MOL_01_000020,CCOCCCNc1c(CCC2)c2nc(n13)cc(c3)-c4ccc(O)cc4
MOL_01_000021,CC1=CC(C)=C(C1=2)C(=C(N2)C(=O)N(C)C)c3ccc(cc3)CCNc4ncccn4
MOL_01_000022,c1ccccc1C2(C)N(C(=O)C)N=C(C2)NC3=NC(=O)/C(C3)=C\c4ccccc4
MOL_01_000023,OC(O)(O)c1cnc(c(F)c1)C(CCl)(c2ccccc2)N3CCOCC3
MOL_01_000024,CC(C)Nc(n1)n(CC)cc(c12)ncc2C3CCN(C3)C(=O)CC(C)C
MOL_01_000025,Cc1ccc(N)cc1NCCNC(=O)c2cn(C)c(=O)c3c(c4c23)cccc4
MOL_01_000026,OCCOC(CO)n1ccc(c12)c(cc(c2)N)NC3CCCCC3
MOL_01_000027,c1ccncc1C2(c3ccccn3)C(=O)OC(C2)Cn4cccc4
MOL_01_000028,CCOc1ccccc1N2C(=N)C/C(C2=O)=C\c(c3)ccc(c34)OCc5c(O4)cccc5
MOL_01_000029,C1CNCCN1Cc2c(C)c(-c3ccc(N)cc3)n(c2)-c4cnc(N)cc4N
MOL_01_000030,CCNC(=O)COC(C)n1ccc(c12)c(N)cc(c2)NCC3=CCCCC3
MOL_01_000031,c1cccnc1-c2nnc(n2CCC)CCC(=O)NC3CCCCC3
MOL_01_000032,COc1ccc(cc1)C2=CC=C(C2=3)N=C(C3)CCN(C4=O)C(=O)c(c45)cccc5
MOL_01_000033,Cc1cn(cn1)-c2ccc(cc2OC)/C=C/C(N=3)=NC(=O)C(C34)=C(C)C(=N4)C
MOL_01_000034,CCNc1ccc(cn1)C(=O)N(C2)CCc(c23)c(N(C)C)cc(c3)C
MOL_01_000035,Cn1ccc(c12)C(COC)N(CC2)C(=O)Cc(c3)ccc(c34)OCO4
MOL_01_000036,CCCn1ncc(c12)c(ncn2)CCc3ccccc3
MOL_01_000037,O=C(C1)Cc(c12)nn(C(C)(C)C)c2NC(=O)c3ccccc3O
MOL_01_000038,Oc1ncc(cc1)-n2c(c(O)nc2C)-c3c(O)cc(O)cc3O
MOL_01_000039,COC(=O)c1ccc(cc1)C2CCC(=O)Nc(c23)n(cc3)C4CCCC4
MOL_01_000040,c1ccccc1-n(cc2C(=O)NN)c(=O)c(c23)n(cc3)-c4ccccc4
MOL_01_000041,CC(C)(C)n(c1)cc(C(=O)N2)c1CC23CCN(CC3)C(=O)c(c4)ccc(c45)ccc(c5)N
MOL_01_000042,CCCOC(=O)c1ccc(C(=O)OC)c(c1)NC(=O)c(c2=O)ccc(n23)OCC3
MOL_01_000043,c1cccn1CCOc2cc(N)cc(N)c2-c3cc(N)cc(c34)CN(C4)C(=O)NC5CCC5
MOL_01_000044,Nc1c(O)c(C)cc(c12)Nc3c(O2)cnc(n3)Nc4cccc(c4)OCCN5CCOCC5
MOL_01_000045,Nc1cccc(c1N)C(=O)N(C2)CCn(c23)c(cc3)-c4ccc(O)cc4
MOL_01_000046,CCc1ccc(cc1)-c2ccn(c23)c(C)c(cn3)C(=O)NCCOc4ccccc4
MOL_01_000047,Nc1ccccc1C2=NC(C(=O)Nc(c23)ccc(c3)N)CC4=CN=C(C4=5)C=CC5
MOL_01_000048,CCNc1cccn(c12)nc3c2ccn(c3=O)-c4ccc(C)cc4
MOL_01_000049,COc1ccc(cc1)-n2nnc(c23)c(ncn3)CCC(=O)Nc4ccccc4O
MOL_01_000050,O=C(N=1)C=Cc(c12)c(O)c=3c(c2O)N=CC3
MOL_01_000051,O1COc(c12)ccc(c2)-c3nnc(n3CC)CCC(=O)n4nc(C)cc4C
MOL_01_000052,Cn1cc(cc1)C2CC(C)=Nc(c23)n(C(C)C)cc3O
MOL_01_000053,c1ccccc1-c(n2)ccc(c23)ccc(c3CCCN)/C/4=C(\N)/N=C\C=N/C=N\4
MOL_01_000054,c1ccccc1CCn2c(nc(=O)cc2N)CCC(=O)Nc3ccc(O)cc3
MOL_01_000055,c1cccc(c12)CC(\N2)=C(/CC)c3ccnc(n3)N4CCOCC4
MOL_01_000056,COCC(=O)Nc(cn1CC)c(c12)cc3c(c2)ccc(c3)C
MOL_01_000057,CC(C)N1C(=O)CCCC1c2ccc(cc2)OCCN(C)c3ccccn3
MOL_01_000058,c1cc(C)cc(c12)N(N)C(=C(N2N)CC)C(=O)NCC(c3ccccc3)c4ccccc4
MOL_01_000059,COC(C=C1)=C(C1=2)C(C)=C(N2)C(=O)OCC(=O)N(C(C)C)Cc3ccccc3
MOL_01_000060,Nc1ccccc1N2CCN(CC2)CCN(C3=O)C(=O)C=C(C3=4)c5c(C4)cccc5
MOL_01_000061,CCC(C=1)=NC(=O)C(C12)=Nc3c2ccc4c3cccc4
MOL_01_000062,c1ncccc1-c2ncn(c23)CC(COC3)CNCC4CCOCC4
MOL_01_000063,Nc1c(C)cc(cc1C)N(C2)CC(C23)CN(C3)C(=O)c4ccccc4-c5ccn(C)c5
MOL_01_000064,Cc1ccc(c(N)c1)-c2c(ccn2C)CCC(=O)Nc3ccc(cc3N)-c4ccc(cc4)CC(=O)O
MOL_01_000065,c1ccccc1/N=C2\CC(=O)C(=O)N2CCCNc3ccnc(c34)cc(Cl)cc4
MOL_01_000066,NCC1(CC1)n2cc(cc2)C(CCCCC)NC(=O)c3ccccc3C
MOL_01_000067,c1cccc(c12)CC(\N2)=C(/CC)c3ccnc(n3)NCCc4cn(C)cn4
MOL_01_000068,c1cccnc1-c2nnc(n2N)CCc3c(O)cccc3O
MOL_01_000069,Cc(n1)cc(n12)nc(c[n+]2[O-])COC(=O)c3ccc(cc3)NC(=O)CCc4ccccc4
MOL_01_000070,CCNc(c(c1)OC)cc(c12)c(c(cc2)C(=O)N)Nc3ccc(O)cc3O
MOL_01_000071,c1cccc(c12)cc(n2CCC)CCC(=O)N3CC(=O)Nc(c34)cccc4
MOL_01_000072,C1COCCC1Nc(c2)ccc(c23)cc(c(=O)n3CCC)Oc4ccc(O)cc4O
MOL_01_000073,Cc(n1)cc(N)c(c12)cc(c(n2)N)-c3c(O)cccc3O
MOL_01_000074,c1ccccc1-c2nnc(n2CC=C)CCC(=O)Nc(c3)ccc(c34)OCO4
MOL_01_000075,CC/C=N/NC/C(C(=O)N)=C/c1ccc(c(c1)OC)OCCOc2c(C)cccc2C
MOL_01_000076,C1CCCc(c12)nc(nc2C)CC3CC(=O)N(C3=O)c4cc(N)cc(N)c4
MOL_01_000077,CCCN1CCC(C1)n2c(=O)ccc(c23)ccc4c3cc(cc4)-c5ccc(N)cc5
MOL_01_000078,CCCCCCO[N+]([O-])(OCC)c1ccc(cc1)NC(=O)C2CCC(=O)c(c23)cc(C)c(c3)C
MOL_01_000079,CC(C)n1ccc(c12)c(ccc2)CCC(CN)COC(=O)C3CCCCC3
MOL_01_000080,CC(C)CN(C1=O)C(=O)C=C(C1=2)C=C(C2)c3ccn(c3)Cc4cccc(O)c4
MOL_01_000081,CCCN1CCC(CC1)n2c(=O)ccc(c23)ccc4c3cc(cc4)-c5ccc(N)cc5
MOL_01_000082,CCCCNc(c1)cc(N)c(c12)cc(O)n2Cc3ccccc3C
MOL_01_000083,Nc1cccc(c12)n(cc2)C3COCC(O3)CO
MOL_01_000084,COc1cccc(c1)C(=O)Nc2ccccc2-c3ccn(c3)-c4ccccc4
MOL_01_000085,Cc1ccccc1CC(CO)NC(=O)CC(c2cccc(N)c2)NC(=O)c3ccccc3
MOL_01_000086,CN(C)c1ccc(O)cc1CCCCC(N(C)C)/C(O)=C/C(=O)N
MOL_01_000087,Cc1ccc(cc1)CCC2=Nc(cccc3)c3C(N24)=NC(=O)C4
MOL_01_000088,Cc1ccccc1C(=O)NC2=C(N=N2)CCc(n3)cc(=O)n(c34)cccc4
MOL_01_000089,CN1CCN(CC1)CC(=O)NC(N=2)=Cc(c23)cc=4c(c3)N=C(C4)NC(=O)CN5CCN(C)CC5
MOL_01_000090,c1cccc(c12)nc(n2CCOC)CCC(=O)Nc3ncc(N)c(C)c3N
MOL_01_000091,c1ccccc1-n2cc(C)c(c2N)CN(C(=O)CN)c3cccc(c34)cccc4
MOL_01_000092,CNC1CN(C1)c(cc(N)c2)c(CCC3)c2C34CCCC4
MOL_01_000093,c1cccc(c12)c(cc(=O)n2C)CCC(=O)N3CCCC3
MOL_01_000094,c1cccc(c12)c(O)c(C)c3c2n(CCO)c(c3)Nc4ccccc4
MOL_01_000095,Oc1ccc(cc1C)/C=C2\C/C(=N\C3CCCC3)N(C2=O)c4ccccc4
MOL_01_000096,CCCOc1ccc(COC(CO)CO)c(c1OC)OCCC
MOL_01_000097,COc1cccc(c1)-n2ccnc2CCC(=O)Nc3c(C)cc(C)cc3C
MOL_01_000098,CCC(=O)Nc1ccccc1C(=O)OCC(C=2)=CC(=O)C(C23)=CC(=N3)C
MOL_01_000099,Cc1cccc(c1)-c(c2O)c(F)nc(c23)cc(cn3)N
MOL_01_000100,COc1ccc(C)cc1-c2cn(cc2NC=O)CCN3CCNCC3=O
MOL_01_000101,O=C(O)c1cccnc1CC2CC(=O)N(C2=O)c3ccccc3
MOL_01_000102,COc1cccc(c1OC)C(=O)N2CCN=C2CCc3cccnc3
MOL_01_000103,CCc(c1)ccc(c12)n(cc2)-c3ccc(C(=O)NCCC(C)C)c(c3)NC4COC4
MOL_01_000104,Oc1ccccc1-c2cn(C)cc2CN3CCC(CC3)C(=O)N4CCCC4
MOL_01_000105,CCOc1ccc(cc1)N2C(=O)CC(C2=O)n3cc(C)cc3C
MOL_01_000106,CCOC(=O)N1CCN(CC1)C(=O)c(c2)ccc(c23)CCCN3CC
MOL_01_000107,O=CCC1CC(c(c2)ccc(c23)O3)N(C1)CC(=O)NCCCN4CCOCC4
MOL_01_000108,CCCCCC(=O)OC/C=C/C1CCN(C)Cc(c12)ccc(c2O)NC
MOL_01_000109,NC(=O)Nc1cccc(c1)-c2cccn2-c3cccnc3
MOL_01_000110,CN1CCN(CC1)c2cn(c3c(c24)cccc4)c(=O)c5c(n3)cccc5
MOL_01_000111,COc1ccccc1NC(=O)CCCC(=CC2=O)c(c23)cc(C)cc3C
MOL_01_000112,C1CCOC(C)=C1C(=O)Nc2ccccc2C(=O)NC3CCCCC3C
MOL_01_000113,CCCCNc1cc(N)cc(C)c1CCCN2CCCCC2
MOL_01_000114,c1ccccc1-n2c(nnc2C)CCc3nnc(n3C)-c4ccccc4
MOL_01_000115,CC(C)C(C)NC(=O)N(C1)CCn(c12)cc(c2)C(=O)NCCN(C)C
MOL_01_000116,OCCN(C)C1CCN(CC1)c(cc(c23)cccc3)n2Cc4ccc(O)cc4
MOL_01_000117,Cc1ccc(cc1)-n2nnnc2CCC(=O)N(C3)CCc(c34)cccc4
MOL_01_000118,Cc1ccccc1C(CC(=O)O)NC(=O)c2cc(N)ccc2N
MOL_01_000119,CC(C)NC(=O)N(C)CCOc1c(C=O)cccc1NC(=O)C2CCCCC2
MOL_01_000120,COc1ccccc1NC(=O)Cc2nnc(n2C)CCC(=O)Nc3ccccc3O
MOL_01_000121,OCCn1c(=O)nc(c(c12)CCCC2)CCc3cccnc3
MOL_01_000122,Oc1ccc(cc1)Cn2c(cc(c23)cccc3)N4CCNCC4
MOL_01_000123,C1CC1CN(CCC)C(=O)c2c(ccc(c23)O3)OCC(=O)NC(CC)CO
MOL_01_000124,Nc1ccc(c(N)c1)C2=C(C=C2)C(=O)Nc3cccc(c34)cccc4
MOL_01_000125,NC(=O)Nc1cccc(c1)-c2cccn2-c3ccc(O)cc3
MOL_01_000126,Cc1ccc(cc1)C2(O)N(CC=C)/C(OC2)=N/c3ccccc3
MOL_01_000127,Cc1ccc(cc1)-c2nnc(n2C)CCC(=O)NC3CCCC3
MOL_01_000128,CC1=C(C)C(=O)N=C(C1=2)C(C)=CC2OCC(=O)NC3CC3
MOL_01_000129,C1CCc(n12)ncc(c2=O)C(=O)NCc3ccc(O)cc3
MOL_01_000130,C1CCc(c12)cc3c(c2)N(N)C(=NN3N)N4CCCCC4
MOL_01_000131,c1cccn1-c2ccc(cc2)C(C)NC(=O)c3c(N)cccc3O
MOL_01_000132,CCc1ccccc1NC(=O)C(=O)C(CC)c2c(N)cccc2N
MOL_01_000133,CN(C)CCOC(C=C1)=C(C1=2)N=C(N2)c3cccc(c3)OCc4ccccc4
MOL_01_000134,c1ccccc1N(CC(=O)N)C2OC(=O)N(C2=O)Cc3ccccc3
MOL_01_000135,CCC1CCCN1C(=O)CNC(=O)CCC(=O)NCCNCc2ccc(O)cc2
MOL_01_000136,c12ccc(O)c(c1)OCc3c(cc(cc3)-n4cccc4)CC(O)C(C2)NCC5CC5
MOL_01_000137,CNC(=O)C1CC(N)CN1c2cc(cc(C)c2C)N3CCCC3
MOL_01_000138,Oc1cc(ccc1)-n2cc(NC)c(c2)C(=O)Nc3ccc(cc3)OCC(=O)N
MOL_01_000139,CCn1c(C)cc(c1C)/C=C2\CC(=O)N(C2=O)C(C)C(=O)OC
MOL_01_000140,O=c1cc(O)nc(n1CC=C)CCc2ccccc2
MOL_01_000141,COc1c(C)cc(cc1C)Cc(c(=O)n(C)cc2)c(c23)cc(c3)N
MOL_01_000142,c1ccccc1NC(=O)Cn(c2=O)cc(c(c23)cccc3)Cc4ccccc4
MOL_01_000143,NC(=O)c1cnc(cn1)-c2cccc(c2)NC(=O)C3CC3
MOL_01_000144,Cn1cccc(c12)c(=O)nc(c2)-c3ccc(N)cc3
MOL_01_000145,CCOC(=O)N(C1=O)C(C)=NC1(C(=O)OC)C(=O)OC
MOL_01_000146,Nc1ccc(c(N)c1)C(N=2)=CC(C23)=C(C=C3)c4ccccc4
MOL_01_000147,CCN(CC)c(n1)nc(n12)ncn(c2=O)C(=O)NCc3cccc(C)c3
MOL_01_000148,CCC(C)c1ccccc1NCCC(=O)Nc2ccccc2N3CCCC3
MOL_01_000149,CCOc(c1)ccc(c12)cc(CC)c(n2)CCC(=O)N3CCCC3
MOL_01_000150,COC(=O)CNC(=O)c1ccccc1Nc2c(N)ccc(C)c2N
MOL_01_000151,Nc1ccc(O)cc1-c2ccc(nc2)N3CCOCC3
MOL_01_000152,Nc1ccc(cc1)-c(c2)ccc(c23)COc4cc(ccc4O)CC(C(C3)O)NCCC
MOL_01_000153,c1ccccc1C2(CC2(N)N)C(=O)Nc3ccccc3
MOL_01_000154,Oc1ccc(cc1C)-c2ccc(O)c(n2)CNC(CO)C(C)C
MOL_01_000155,CC1=C(C(=O)N)C(=N1)NC(=O)c2cc(cc(c23)cccc3)-c4ccccc4
MOL_01_000156,CNCC1=C(N=N1)CCCNC(C)CC(NC(=O)C2CCC2)c3ccccc3
MOL_01_000157,COc1ccccc1/C(CCC)=C/C(C=N2)=C(C2=3)C(N)=NC(N3)=N
MOL_01_000158,CNCCNc1ccc(C)cc1C(=O)NCc2ccc(N)cc2C
MOL_01_000159,Oc1ccc(cc1)C(N2)=CC(n(c23)ccc3)c4ccc(O)cc4
MOL_01_000160,Cc1c(C)c(C)c(C)c(c12)n(cn2)CC(=O)NN
MOL_01_000161,CCc1nc(NC(CC)CC)cnc1-c2ccc(N)cc2N
MOL_01_000162,CCn1ccc(c1)CNCc2cn(-c3ccccc3C)cc2-c4ccc(OC)c(O)c4
MOL_01_000163,OC12c3ccc4c(c3)C\4=C(/CC)CCCOc5ccc(cc5OC)CCN(CC1)CC2
MOL_01_000164,c1ccccc1C(N(C)C(=O)C(O)(O)O)CCCN2CCCC2
MOL_01_000165,COc(c1)ccc(c12)cc(CC)c(n2)CCC(=O)N3CCCC3
MOL_01_000166,CC(=O)N1CCC(C1)c(c2)ccc(c23)CN(CC3)C(=O)c4ccccc4
MOL_01_000167,Nc1ccc(cc1N)-c2cc(ncn2)C3=NC(=O)N=N3
MOL_01_000168,C1=Nc(c12)ccc(c2C)Nc3c(cncc3CC)/C=C/CN4CCC(N)CC4
MOL_01_000169,CCc1cc(O)c(c(O)c1)Nc2nc(N)cn(c2=O)C(C)C3CC3
MOL_01_000170,Cc1ccc(cc1O)Nc2nccn(c23)cc(C)c3C
MOL_01_000171,C1CCNc(n12)cc3c(c2=O)cc(cc3)OCc4ccccc4
MOL_01_000172,Nc(c1)cc(O)c(c12)cc(O)n2COCCO
MOL_01_000173,O=c1n(C)ccc(c12)cc(cc2NC(C)C)-c3ccccc3N
MOL_01_000174,CC(=O)NCC(OCC)CCCCCn1ccc(c1)CN(C2=O)C(=O)c3cccc(c3c24)ccc4
MOL_01_000175,CC(C)CC(CO)Nc1cc(cc(c1=2)=CC(N2)=O)OCc3ccccc3
MOL_01_000176,CC(C)Nc1cccc(c12)CCN(CC2)C(=O)NCc3cccc(O)c3
MOL_01_000177,Oc1cccc(c1)CCc(nc(c23)nccc3)c(n2)OCCN4CCCC4
MOL_01_000178,Nc1cc(N)ccc1-c2n(C)c(nn2)-c3ccccc3O
MOL_01_000179,Oc1ccccc1C(=O)NN2C(=O)O/C(C2=O)=C\c3cccc(O)c3
MOL_01_000180,COc1cccc(c1)Nc2cc(-c3ccccc3)cc(c2)N4CCCC4CO
MOL_01_000181,NC(=O)CCC/C=N/C(=O)/C(C=N)=C/c(c1)ccc(c12)OCc3c(O2)cccc3
MOL_01_000182,CCCCc(n1)nc(C)c(c12)ncn2CO
MOL_01_000183,NC(=O)CN1CCC(CC1)NC(=O)c2cc(OC)c(cc2)Nc3cccc(C)c3
MOL_01_000184,C1CCOC(C)=C1C(=O)Nc2ccccc2C(=O)NCc3ccccc3
MOL_01_000185,CCCCOCCN(CCOC)c1cc(C)cc(c12)c(c(C)cc2)-c3ccc(N)cc3N
MOL_01_000186,COc(c1)c(OC)cc(c12)ccc(C(=O)N)c2Nc3cccc(C)c3
MOL_01_000187,CC(C)NCC1=C(N=C1)Oc(c2)ccc(c23)OC(CC3)c4ccccc4
MOL_01_000188,Cc1cc(O)ccc1NC(=O)CCCCNC2=C(C=C2)n3c(C)ccc3C
MOL_01_000189,Nc1cccc(c12)n(cc2)CC(O)C(=O)OC3CCCCC3
MOL_01_000190,NNC(=O)/C=C/c(cc1)cc(c12)cc(n2CCC)CCc3ccccc3
MOL_01_000191,CCc1c(O)cccc1NCCCOCC2CCOC2
MOL_01_000192,COc1ccc(cc1OC)/C(N)=C(\C=O)c2ccc(N)c(N)c2
MOL_01_000193,COc1ccc(cc1OC)CCC2(CNC(=O)O2)C(C)Cc3ccccc3
MOL_01_000194,CCN(CC)c(c1)c(CCC)cc(c12)c(O)c(cc2)C(=O)OC
MOL_01_000195,c1cccc(c12)nc(C)c(n2)CCC(=O)NC(=O)Nc3cccc(O)c3
MOL_01_000196,CC(C)CC(C(=O)O)N1C(=O)C/C(C1=O)=C\c2ccc(O)cc2
MOL_01_000197,CCNc(n1)nc(NCC)n(c12)c(nn2)CCC(=O)Nc3ccc(OC(F)F)cc3
MOL_01_000198,CC=1C(C)=CC(C12)=NC(=NC2=O)CCC(=O)N3CCN(CC3)CCO
MOL_01_000199,Nc(c1)cc(O)c(c12)cn(c2)-c3cccc(c3)C(=O)NCc4ccc(cc4)-c5ccccc5
MOL_01_000200,c1ccccc1CCC(=O)C2CCCN(C2)C(=O)c3ncc(O)cc3O
MOL_01_000201,COc1cccc(c1)C(=O)NCC(NC(=O)N)COc2ccccc2-c3ccccc3
MOL_01_000202,c1ccccc1-c(c2C(=O)O)ccc(c23)CN(CC3)Cc4ccccc4
MOL_01_000203,CCN(C(=O)C)C1CCC(CC1)C(N)Cc2cc(O)ccc2O
MOL_01_000204,COc1ccccc1/C=C(C2=O)\N=C(N23)OCCC3
MOL_01_000205,N=1C=CC(C12)=CC(=NC2=O)NC(=O)c3ccc(O)cc3
MOL_01_000206,Cc1c(C)ccc(c12)n(c(n2)C)COC(CO)CO
MOL_01_000207,c1ccccc1C(C)Nc2cc(O)cc(c2)N3C(=O)OCC3C(C)C
MOL_01_000208,C=CCc1cccc(OC)c1OCCCNN(C2(C)C)C(=N)N=C(N)N2
MOL_01_000209,COc1cccc(c1)NC(=O)NCCNc2ccc(nc2)Nc3cccc(C)c3
MOL_01_000210,C1NCCOC1c2cc(C)c(cc2)NC(=O)Nc3ccc(cn3)C(O)(O)O
MOL_01_000211,CCN(CC)CCN(C(=O)CC)CCNCCc1ccc(O)c(c1=2)=CC(N2)=O
MOL_01_000212,Nc1cccc(c1)C(c2ccccc2)N(CC=O)C(=O)c3ccccc3O
MOL_01_000213,COc1ccc(cc1OC)C(=O)N2CCN=C2CCc3cccnc3
MOL_01_000214,c1ccccc1C(=O)NCCC(c2cc(N)c(N)cc2)CCN3CC(C3)N4CCOCC4
MOL_01_000215,CCCN/C(N)=N\C(C12CCC(OC)CC1)c3c(C2)ccc(c3)CCC4CC4
MOL_01_000216,C1CC1c2ccc(n2CC)OCC(=O)NNC(=O)c3ccc(OC)cc3
MOL_01_000217,CCOc1ccccc1NC(=O)/C=C2\CCC(=O)N2
MOL_01_000218,Cn1ncnc1CCC(=O)N2CCN(CC2)c3ccccc3
MOL_01_000219,COc1ccc(cc1)C(=O)Nc2cccn2C3CCN(CC3)Cc4ccccc4
MOL_01_000220,COc(c1)cc(C(O)(O)O)c(c12)c(O)ccn2
MOL_01_000221,Cc1ccccc1/N=C2/C/C(C(=O)N2)=C/c3ccccn3
MOL_01_000222,CCc1ccc(NCCOC)n(c1=O)CCc2ccc(OC)cc2
MOL_01_000223,C1CC1CNC(=O)C2(C(O)(O)O)C/C(CCCO2)=C/Cc3ccccc3
MOL_01_000224,Nc1cc(O)cc(c1)CCNC(=O)CCC2CCCN(C23)CCCC3
MOL_01_000225,O=C1NC(=O)C(O1)Cc(c2)ccc(c23)OCC3Cc4ccccc4
MOL_01_000226,Cc1ncc(cn1)C(C(CC2)CCC2(O)O)CNC(=O)c3ccccc3O
MOL_01_000227,CCCc1cnc(N)c(n1)CN/C(=N\CC)Nc(c2)ccc(c2=3)=NC(N3)=O
MOL_01_000228,CCOC(=O)c1cccnc1CCC(=O)Nc2ccc(C)cc2
MOL_01_000229,O=C1N=CN=C(C1=2)N=CC2C(=O)NCc3ccc(cc3)CN4CCC(O)CC4
MOL_01_000230,C1CCCC1OC(=O)NC(C(C)(C)C)C(=O)NCCOC(=O)N(C2)Cc(c23)cccc3N
MOL_01_000231,NCCCC(CCO)n1cc(c(c1)C(=O)N)Nc2cccc(O)c2
MOL_01_000232,O=C(N=1)C=Cc(c12)ccc3c2=CC=N3
MOL_01_000233,CCNC(=O)c1cnc(Cc2ccccc2)n1Cc3ccc(C)cc3
MOL_01_000234,CCOc1ccc(cc1)-c2cnc(n2N)CC(=O)N(CC)CC
MOL_01_000235,Cc1ccc(cc1)C(=O)CCc(n2)nc(=O)n(c23)cc(C)cc3
MOL_01_000236,CCOC(=O)c1ccc(cc1)NC(=O)CCC(C2)=NN(C2=3)CCCC(N3)=O
MOL_01_000237,CCCN(CCC)C(C1OO)CCC(=C12)/C(CCC2)=N/OCc3ccccc3
MOL_01_000238,CC(C)=NCC1CC(=NN1)c2cc(O)c(c(O)c2)-n3ccnc3
MOL_01_000239,CC1=C(C)N(O)C(=C(C)N1O)c2ccc(O)c(C)c2
MOL_01_000240,c1ccccc1CN2CC(CN)C(CC2=O)c3cc(O)ccc3O
MOL_01_000241,C1COCCN1c2cc(OC)c(cc2)Nc3ncc(N)c(n3)OC
MOL_01_000242,Nc1cc(ccc1)CC(C(=O)OCC)CCCNC(=O)CN2C(=O)CCC2=O
MOL_01_000243,Cc1ccc(cc1O)NC(=O)CC(O)CC(=O)Nc2cccc(C)c2C
MOL_01_000244,Cc1cc(C)n(n1)CCCNc2ncnc(C)c2C
MOL_01_000245,c12c(N2)ccc(c1)N\C(=C\C(=O)OCC)CC(Nc(c3)ccc(c34)N4)c5ccc(OC)cc5
MOL_01_000246,c1ccccc1CCN(C)C(=O)C(CCC=C2)C2(O)COc3ccccc3O
MOL_01_000247,c1ccccc1-c(c(N)c2)c(CN)c(c23)CCCCC3
MOL_01_000248,CC(=O)Nc1ccc(cc1)NC(=O)c2nc(ncc2N)CCc3ccccc3C
MOL_01_000249,Cc1cccc(c1)CC(N=2)=NC(=O)C(C23)=NN=C3C(C)C
MOL_01_000250,Cc(c1)cc(C)c(c12)cc(cc2)C(=O)NC3CN(C3)c4ccc(O)cc4N
MOL_01_000251,CCCC(CC(=O)O)c1ccc(cc1)OCC(O2)COc(c23)cc(N)cc3
MOL_01_000252,c1cnccc1C(c2cnc(C)nc2)CNC(=O)c3c(N)cccc3O
MOL_01_000253,c1ccccc1/C=C2\C(=O)N(C)/C(C2)=N\c3cccc(c3)C(=O)O
MOL_01_000254,CCOc1ccc(N)c(n1)C(=O)N2CCCCCC2
MOL_01_000255,c12c(O2)ccc(c1N)C(\c(ccc34)c(O3)c4)=C/OCCNCCCCC(=O)O
MOL_01_000256,CCC(C=1)=CC(C12)=NC(=NC2=O)c3ccc(O)cc3
MOL_01_000257,Nc1cc(ccc1)/C=C(\CC)C(=O)NCCNC(=O)/C(CC)=C/c2cccc(N)c2
MOL_01_000258,c1ccccc1C(=O)NCN2C(=O)CCC\2=N/N=C/c(c3)ccc(c34)OCO4
MOL_01_000259,Oc1ccc(cc1)C(C)NC(=NC2=O)CC2(C)C(C)(C)O
MOL_01_000260,COCCNC(=O)c(c1)ccc(c12)c(N)c3c(c2)CCC3
MOL_01_000261,CCOCCCNC(=O)c1cccc(c1)NC(=O)C2=C(C)OCCC2
MOL_01_000262,C=1N=NC(C12)=NC(=CC2=O)Nc3cccc(O)c3
MOL_01_000263,C1=CN=C(C1=2)C=C(C2)C(=O)NCCc(c3)ccc(c34)OCO4
MOL_01_000264,CN(C)CC(=O)Nc(c1)c(C)cc(c12)nccn2
